record_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,paper_type,name,dv_name,year_pub,country_yn,country,competing_interests_yn,competing_interests,empirical,year_study,appeal_yn,outcomes_yn,comments,data_extraction_form_complete,country_income___1,country_income___2,country_income___3,country_income___4,country_region___1,country_region___2,country_region___3,country_region___4,country_region___5,country_region___6,country_region___7,target_substance___a,target_substance___b,target_substance___c,target_substance___d,target_substance___e,target_substance___f,population_specific___0,population_specific___1,population_specific___2,population_specific___3,population_specific___4,population_specific___5,population_specific___6,population_specific___7,population_specific___9,population_specific___999,population_specific___9090,population_specific_affect___0,population_specific_affect___1,population_specific_affect___2,population_specific_affect___3,population_specific_affect___4,population_specific_affect___5,population_specific_affect___6,population_specific_affect___7,population_specific_affect___9,population_specific_affect___999,population_specific_affect___9090,study_design___1,study_design___2,study_design___3,study_design___4,study_design___5,study_design___7,study_design___6,study_design___8,study_design___9,study_design___10,study_design___999,study_design___9090,data_sources___1,data_sources___2,data_sources___3,data_sources___6,data_sources___4,data_sources___5,data_sources___999,data_sources___9090,analysis___0,analysis___1,analysis___2,analysis___3,analysis___6,analysis___4,analysis___5,analysis___7,analysis___8,analysis___999,analysis___9090,policy_type___1,policy_type___2,policy_type___3,policy_type___4,policy_type___5,policy_type___6,policy_type___7,policy_type___8,gov_level___1,gov_level___2,gov_level___3,gov_level___4,court_level___1,court_level___2,court_level___3,court_level___4,court_level___5,court_level___6,policies___1,policies___2,policies___3,policies___4,policies___5,policies___6,policies___7,policies___8,policies___999,policies___998,policies___997,policy_criminal___1,policy_criminal___2,policy_criminal___999,policy_criminal___998,policy_criminal___997,policy_criminal___9090,policy_criminal___9090_2,policy_criminal___9090_3,policy_legislative___1,policy_legislative___2,policy_legislative___3,policy_legislative___4,policy_legislative___5,policy_legislative___999,policy_legislative___998,policy_legislative___997,policy_legislative___9090,policy_legislative___9090_2,policy_legislative___9090_3,policy_law_enforce___1,policy_law_enforce___2,policy_law_enforce___999,policy_law_enforce___998,policy_law_enforce___997,policy_law_enforce___9090,policy_law_enforce___9090_2,policy_law_enforce___9090_3,policy_harm___1,policy_harm___3,policy_harm___4,policy_harm___5,policy_harm___999,policy_harm___998,policy_harm___997,policy_harm___9090,policy_harm___9090_2,policy_harm___9090_3,policy_prescription___1,policy_prescription___2,policy_prescription___3,policy_prescription___999,policy_prescription___998,policy_prescription___997,policy_prescription___9090,policy_prescription___9090_2,policy_prescription___9090_3,policy_clinical___1,policy_clinical___2,policy_clinical___3,policy_clinical___4,policy_clinical___5,policy_clinical___6,policy_clinical___7,policy_clinical___999,policy_clinical___998,policy_clinical___997,policy_clinical___9090,policy_clinical___9090_2,policy_clinical___9090_3,policy_social___1,policy_social___2,policy_social___3,policy_social___999,policy_social___998,policy_social___997,policy_social___9090,policy_social___9090_2,policy_social___9090_3,policy_international___1,policy_international___999,policy_international___998,policy_international___997,policy_international___9090,policy_international___9090_2,policy_international___9090_3,policy_theme___9090,policy_theme___9090_2,policy_theme___9090_3,outcome_type___1,outcome_type___10,outcome_type___2,outcome_type___3,outcome_type___4,outcome_type___5,outcome_type___6,outcome_type___7,outcome_type___8,outcome_type___999,outcome_type___998,outcome_type___997,outcomes_prescription___1,outcomes_prescription___2,outcomes_prescription___3,outcomes_prescription___5,outcomes_prescription___999,outcomes_prescription___998,outcomes_prescription___997,outcomes_prescription___9090,outcomes_prescription___9090_2,outcomes_prescription___9090_3,impact_opr___0,impact_opr___1,impact_opr___2,impact_opr___3,impact_opr___4,impact_opr___999,impact_opb___0,impact_opb___1,impact_opb___2,impact_opb___3,impact_opb___4,impact_opb___999,impact_oa___0,impact_oa___1,impact_oa___2,impact_oa___3,impact_oa___4,impact_oa___999,impact_ou___0,impact_ou___1,impact_ou___2,impact_ou___3,impact_ou___4,impact_ou___999,impact_pres_other___0,impact_pres_other___1,impact_pres_other___2,impact_pres_other___3,impact_pres_other___4,impact_pres_other___999,outcomes_non_pres___1,outcomes_non_pres___2,outcomes_non_pres___999,outcomes_non_pres___998,outcomes_non_pres___997,outcomes_non_pres___9090,outcomes_non_pres___9090_2,outcomes_non_pres___9090_3,impact_non_pres_avail___0,impact_non_pres_avail___1,impact_non_pres_avail___2,impact_non_pres_avail___3,impact_non_pres_avail___4,impact_non_pres_avail___999,impact_non_pres_use___0,impact_non_pres_use___1,impact_non_pres_use___2,impact_non_pres_use___3,impact_non_pres_use___4,impact_non_pres_use___999,impact_non_pres_other___0,impact_non_pres_other___1,impact_non_pres_other___2,impact_non_pres_other___3,impact_non_pres_other___4,impact_non_pres_other___999,outcomes_treatment___1,outcomes_treatment___2,outcomes_treatment___999,outcomes_treatment___998,outcomes_treatment___997,outcomes_treatment___9090,outcomes_treatment___9090_2,outcomes_treatment___9090_3,impact_access___0,impact_access___1,impact_access___2,impact_access___3,impact_access___4,impact_access___999,impact_tfo___0,impact_tfo___1,impact_tfo___2,impact_tfo___3,impact_tfo___4,impact_tfo___999,impact_of___0,impact_of___1,impact_of___2,impact_of___3,impact_of___4,impact_of___999,impact_of_2___0,impact_of_2___1,impact_of_2___2,impact_of_2___3,impact_of_2___4,impact_of_2___999,impact_of_3___0,impact_of_3___1,impact_of_3___2,impact_of_3___3,impact_of_3___4,impact_of_3___999,impact_overdose___0,impact_overdose___1,impact_overdose___2,impact_overdose___3,impact_overdose___4,impact_overdose___999,impact_crim___0,impact_crim___1,impact_crim___2,impact_crim___3,impact_crim___4,impact_crim___999,outcome_infectious___1,outcome_infectious___2,outcome_infectious___999,outcome_infectious___998,outcome_infectious___997,outcome_infectious___9090,outcome_infectious___9090_2,outcome_infectious___9090_3,impact_hiv___0,impact_hiv___1,impact_hiv___2,impact_hiv___3,impact_hiv___4,impact_hiv___999,impact_hepc___0,impact_hepc___1,impact_hepc___2,impact_hepc___3,impact_hepc___4,impact_hepc___999,impact_infect_other___0,impact_infect_other___1,impact_infect_other___2,impact_infect_other___3,impact_infect_other___4,impact_infect_other___999,outcome_illegal___1,outcome_illegal___2,outcome_illegal___999,outcome_illegal___998,outcome_illegal___997,outcome_illegal___9090,outcome_illegal___9090_2,outcome_illegal___9090_3,impact_idu___0,impact_idu___1,impact_idu___2,impact_idu___3,impact_idu___4,impact_idu___999,impact_dui___0,impact_dui___1,impact_dui___2,impact_dui___3,impact_dui___4,impact_dui___999,impact_dui_2___0,impact_dui_2___1,impact_dui_2___2,impact_dui_2___3,impact_dui_2___4,impact_dui_2___999,impact_health___0,impact_health___1,impact_health___2,impact_health___3,impact_health___4,impact_health___999,outcome_otc___1,outcome_otc___2,impact_otc___0,impact_otc___1,impact_otc___2,impact_otc___3,impact_otc___4,impact_otc___999,outcome___9090,impact_other___0,impact_other___1,impact_other___2,impact_other___3,impact_other___4,impact_other___999,outcome___9090_2,impact_other_2___0,impact_other_2___1,impact_other_2___2,impact_other_2___3,impact_other_2___4,impact_other_2___999,outcome___9090_3,impact_other_3___0,impact_other_3___1,impact_other_3___2,impact_other_3___3,impact_other_3___4,impact_other_3___999
Margolis_2009,data_extraction_arm_1,NA,NA,1,Colleen and Roshni Pilot,Colleen,2009,1,181,1,1,1,2006,NA,1,NA,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Margolis_2010,data_extraction_arm_1,NA,NA,1,Colleen and Roshni Pilot,Colleen,2010,1,181,1,1,1,2006,NA,1,prior authorization in a commercial health plan,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Marotta_2016,data_extraction_arm_1,NA,NA,1,Alexis,Colleen,2016,0,NA,1,2,1,2011,NA,1,NA,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,1,0,0,0,NA,1,0,0,0,0,0,1,"Work Bank economic data, reportable disease records",0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Marshall_2011,data_extraction_arm_1,NA,NA,1,Jane,Colleen,2011,1,30,1,1,1,2005,NA,1,Mortality rate around insite before and after opened,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,1,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Martello_2018,data_extraction_arm_1,NA,NA,1,Amina,Colleen,2018,1,181,1,2,1,2017,NA,1,The primary aim of this project was to support  the Pennsylvania PDMP mandate by educating  emergency department (ED) providers regarding the  opioid epidemic and use of the PDMP and measure  opioid prescriptions posteducation.,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Provider knowledge change after an education program,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Martinez_2007,data_extraction_arm_1,NA,NA,1,Colleen,NA,2007,1,181,0,NA,1,2003,NA,1,Higher odds ratio of getting arrested for syringe possession was higher for legal SEP clients. Shows it's also important to legalize syringe possession.,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arrests for syringe possession,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Martin_2018,data_extraction_arm_1,NA,NA,1,Colleen,NA,2018,1,181,1,2,1,2016,NA,1,increase in prescription diploids and fentanyl and no change in online heroin sales.,2,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,1,1,1,0,0,0,NA,0,0,0,0,0,0,1,web crawling/scraping,0,0,0,0,0,1,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,online heroin sales,online sales of prescription opioids,fentanyl sales,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Maughan_2015,data_extraction_arm_1,NA,NA,1,Colleen,NA,2015,1,181,1,1,1,2011,NA,1,PDMP,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
Mazerolle_2006,data_extraction_arm_1,NA,NA,1,Colleen,NA,2006,0,NA,0,NA,1,not reported,NA,1,"Geographically focused and community-wide  drug law enforcement interventions that leverage partnerships are more effective at dealing with drug  problems than traditional, law enforcement-only interventions.",2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,police,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,Meta-analysis,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
McAuley_2015,data_extraction_arm_1,NA,NA,1,Colleen,NA,2015,0,NA,0,NA,1,2014,NA,1,NA,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,People who administer take home naloxone,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,Take home naloxone,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nalaxone use,0,0,0,1,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
McAuley_2017,data_extraction_arm_1,NA,NA,1,Colleen,NA,2016,1,180,1,2,1,2015,NA,1,NA,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,People who administer take home naloxone,0,1,0,0,0,0,0,0,0,1,Ambulance service,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,national naloxone programme,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ambulance call outs,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0
