record_id,redcap_event_name.factor,redcap_repeat_instrument.factor,redcap_repeat_instance,paper_type.factor,name,dv_name,year_pub,country_yn.factor,country.factor,competing_interests_yn.factor,competing_interests.factor,empirical.factor,year_study,appeal_yn.factor,comments,data_extraction_form_complete,country_income,country_region,target_substance,population_specific,population_specific_affect,study_design,data_sources,analysis
Erfanian_2019,Data Extraction,NA,NA,Social Sciences,Roshni,Colleen,2019,Yes,United States,No,NA,empirical,2016,NA,RE outcomes  - outcome is overdose deaths  - looked at impact of naloxone laws both within state and in neighboring states (a spillover effect)  - found that no significant association between naloxone laws and overdose deaths in the state in which the law was enacted. (direct effect)  - however they found a significant positive association between naloxone laws and overdose deaths in neighbouring states (i.e naloxone laws associated with more deaths in neighbouring states),2,NA,NA,NA,NA,NA,NA,9090_legal data (for types of naloxone laws),NA
Erickson_2005,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2005,Yes,Canada,No,NA,non-empirical,NA,NA,Looks at removal of addiction as a disability benefit from welfare in Ontario. Evidence from a similar policy shift in the USA suggests  deleterious effects on the health and social functioning of about half of those who  lose this form of social support.,2,1_High Income,5_North America,a_opioids,7_chronic opioid users,7_chronic opioid users,NA,NA,NA
Erickson_2005,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2005,Yes,Canada,No,NA,non-empirical,NA,NA,Looks at removal of addiction as a disability benefit from welfare in Ontario. Evidence from a similar policy shift in the USA suggests  deleterious effects on the health and social functioning of about half of those who  lose this form of social support.,2,NA,NA,b_cannabis,NA,NA,NA,NA,NA
Erickson_2005,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2005,Yes,Canada,No,NA,non-empirical,NA,NA,Looks at removal of addiction as a disability benefit from welfare in Ontario. Evidence from a similar policy shift in the USA suggests  deleterious effects on the health and social functioning of about half of those who  lose this form of social support.,2,NA,NA,c_meth,NA,NA,NA,NA,NA
Erickson_2005,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2005,Yes,Canada,No,NA,non-empirical,NA,NA,Looks at removal of addiction as a disability benefit from welfare in Ontario. Evidence from a similar policy shift in the USA suggests  deleterious effects on the health and social functioning of about half of those who  lose this form of social support.,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Erickson_2005,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2005,Yes,Canada,No,NA,non-empirical,NA,NA,Looks at removal of addiction as a disability benefit from welfare in Ontario. Evidence from a similar policy shift in the USA suggests  deleterious effects on the health and social functioning of about half of those who  lose this form of social support.,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Erickson_2005,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2005,Yes,Canada,No,NA,non-empirical,NA,NA,Looks at removal of addiction as a disability benefit from welfare in Ontario. Evidence from a similar policy shift in the USA suggests  deleterious effects on the health and social functioning of about half of those who  lose this form of social support.,2,NA,NA,f_other,NA,NA,NA,NA,NA
Ernst_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2014,Yes,United States,No,NA,non-empirical,NA,Yes,Mandatory minimum sentences for when drugs are sold to some one and it results in death.,2,1_High Income,5_North America,f_other,999_other,999_other,NA,NA,NA
Ernst_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2014,Yes,United States,No,NA,non-empirical,NA,Yes,Mandatory minimum sentences for when drugs are sold to some one and it results in death.,2,NA,NA,NA,9090_sentencing judges,9090_People who supply drugs that leads to a death,NA,NA,NA
Espelt_2017,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2017,Yes,Spain,Yes,No,empirical,2014,NA,The overall number of discarded syringes collected from public spaces has decreased  consistently in parallel with a combination of police interventions and the opening of harm reduction  facilities.,2,1_High Income,2_Europe & Central Asia,a_opioids,0_general pop,0_general pop,6_ecological,1_adminstrative data,6_estimates of risk
Espelt_2017,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2017,Yes,Spain,Yes,No,empirical,2014,NA,The overall number of discarded syringes collected from public spaces has decreased  consistently in parallel with a combination of police interventions and the opening of harm reduction  facilities.,2,NA,NA,c_meth,1_people who use illegal drugs,1_people who use illegal drugs,NA,NA,5_longitudinal
Espelt_2017,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2017,Yes,Spain,Yes,No,empirical,2014,NA,The overall number of discarded syringes collected from public spaces has decreased  consistently in parallel with a combination of police interventions and the opening of harm reduction  facilities.,2,NA,NA,d_cocaine,7_chronic opioid users,7_chronic opioid users,NA,NA,NA
Ettner_2016,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2016,Yes,United States,Yes,Yes,empirical,2013,NA,NA,2,1_High Income,5_North America,a_opioids,0_general pop,0_general pop,4_cohort study,1_adminstrative data,1_hypothesis testing
Ettner_2016,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2016,Yes,United States,Yes,Yes,empirical,2013,NA,NA,2,NA,NA,b_cannabis,NA,NA,NA,NA,NA
Ettner_2016,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2016,Yes,United States,Yes,Yes,empirical,2013,NA,NA,2,NA,NA,c_meth,NA,NA,NA,NA,NA
Ettner_2016,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2016,Yes,United States,Yes,Yes,empirical,2013,NA,NA,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Ettner_2016,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2016,Yes,United States,Yes,Yes,empirical,2013,NA,NA,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Ettner_2016,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2016,Yes,United States,Yes,Yes,empirical,2013,NA,NA,2,NA,NA,f_other,NA,NA,NA,NA,NA
Evans_2014,Data Extraction,NA,NA,Social Sciences,Roshni,Colleen,2014,Yes,United States,Yes,No,empirical,2008,NA,"Compared outcomes for people in drugs courts compared to Proposition 36 (both are treatment instead of incarceration but some differences in eligibility criteria etc) using propensity score matching    Re outcomes treatment success: composite score of drug use, arrest, and incarceration status at discharge. Higher success for Proposition 36 compared to drug courts.     Re outcomes crime activity - both Proposition 36 & drug courts reduce short term arrests, however in the 12 months post admission, recidivism was higher for Proposition 36 than drug courts.",2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,4_cohort study,1_adminstrative data,1_hypothesis testing
Evans_2014,Data Extraction,NA,NA,Social Sciences,Roshni,Colleen,2014,Yes,United States,Yes,No,empirical,2008,NA,"Compared outcomes for people in drugs courts compared to Proposition 36 (both are treatment instead of incarceration but some differences in eligibility criteria etc) using propensity score matching    Re outcomes treatment success: composite score of drug use, arrest, and incarceration status at discharge. Higher success for Proposition 36 compared to drug courts.     Re outcomes crime activity - both Proposition 36 & drug courts reduce short term arrests, however in the 12 months post admission, recidivism was higher for Proposition 36 than drug courts.",2,NA,NA,b_cannabis,6_people who have been incarcerated,6_people who have been incarcerated,NA,NA,4_comparative
Evans_2014,Data Extraction,NA,NA,Social Sciences,Roshni,Colleen,2014,Yes,United States,Yes,No,empirical,2008,NA,"Compared outcomes for people in drugs courts compared to Proposition 36 (both are treatment instead of incarceration but some differences in eligibility criteria etc) using propensity score matching    Re outcomes treatment success: composite score of drug use, arrest, and incarceration status at discharge. Higher success for Proposition 36 compared to drug courts.     Re outcomes crime activity - both Proposition 36 & drug courts reduce short term arrests, however in the 12 months post admission, recidivism was higher for Proposition 36 than drug courts.",2,NA,NA,c_meth,NA,NA,NA,NA,NA
Evans_2014,Data Extraction,NA,NA,Social Sciences,Roshni,Colleen,2014,Yes,United States,Yes,No,empirical,2008,NA,"Compared outcomes for people in drugs courts compared to Proposition 36 (both are treatment instead of incarceration but some differences in eligibility criteria etc) using propensity score matching    Re outcomes treatment success: composite score of drug use, arrest, and incarceration status at discharge. Higher success for Proposition 36 compared to drug courts.     Re outcomes crime activity - both Proposition 36 & drug courts reduce short term arrests, however in the 12 months post admission, recidivism was higher for Proposition 36 than drug courts.",2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Evans_2014,Data Extraction,NA,NA,Social Sciences,Roshni,Colleen,2014,Yes,United States,Yes,No,empirical,2008,NA,"Compared outcomes for people in drugs courts compared to Proposition 36 (both are treatment instead of incarceration but some differences in eligibility criteria etc) using propensity score matching    Re outcomes treatment success: composite score of drug use, arrest, and incarceration status at discharge. Higher success for Proposition 36 compared to drug courts.     Re outcomes crime activity - both Proposition 36 & drug courts reduce short term arrests, however in the 12 months post admission, recidivism was higher for Proposition 36 than drug courts.",2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Evans_2014,Data Extraction,NA,NA,Social Sciences,Roshni,Colleen,2014,Yes,United States,Yes,No,empirical,2008,NA,"Compared outcomes for people in drugs courts compared to Proposition 36 (both are treatment instead of incarceration but some differences in eligibility criteria etc) using propensity score matching    Re outcomes treatment success: composite score of drug use, arrest, and incarceration status at discharge. Higher success for Proposition 36 compared to drug courts.     Re outcomes crime activity - both Proposition 36 & drug courts reduce short term arrests, however in the 12 months post admission, recidivism was higher for Proposition 36 than drug courts.",2,NA,NA,f_other,NA,NA,NA,NA,NA
Evans_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,Looks at substitution of heroin for OxyContin after reformulation. Finds that each prevented opioid death was replaced with a heroin death (I've put no change for this to show this finding).,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,6_ecological,1_adminstrative data,5_longitudinal
Evans_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2018,Yes,United States,No,NA,empirical,2014,NA,Looks at substitution of heroin for OxyContin after reformulation. Finds that each prevented opioid death was replaced with a heroin death (I've put no change for this to show this finding).,2,NA,NA,NA,9_people with chronic pain,NA,NA,NA,NA
Fairbarin_2015,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2015,Yes,Thailand,No,NA,empirical,2011,NA,Outcome = cessation IDU >1 year.  Voluntary treatment increases  Compulsory drug detention short term cessation IDU associated with relapse on release,2,2_Upper- middle income,1_East Asia & Pacific,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,5_cross sectional,3_survey,2_estimates of rates
Fairbarin_2015,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2015,Yes,Thailand,No,NA,empirical,2011,NA,Outcome = cessation IDU >1 year.  Voluntary treatment increases  Compulsory drug detention short term cessation IDU associated with relapse on release,2,NA,NA,c_meth,6_people who have been incarcerated,NA,NA,NA,NA
Fairbarin_2015,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2015,Yes,Thailand,No,NA,empirical,2011,NA,Outcome = cessation IDU >1 year.  Voluntary treatment increases  Compulsory drug detention short term cessation IDU associated with relapse on release,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Fairbarin_2015,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2015,Yes,Thailand,No,NA,empirical,2011,NA,Outcome = cessation IDU >1 year.  Voluntary treatment increases  Compulsory drug detention short term cessation IDU associated with relapse on release,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Falcato_2001,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2001,Yes,Switzerland,No,NA,empirical,1997,NA,After closure open drug scene  increase MMT admissions with no decline in retention rates,2,1_High Income,2_Europe & Central Asia,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,6_ecological,1_adminstrative data,5_longitudinal
Falcato_2001,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2001,Yes,Switzerland,No,NA,empirical,1997,NA,After closure open drug scene  increase MMT admissions with no decline in retention rates,2,NA,NA,NA,7_chronic opioid users,7_chronic opioid users,NA,4_census,NA
Farrell_2005,Data Extraction,NA,NA,Social Sciences,Zahra,Colleen,2004,No,NA,No,NA,empirical,2003,NA,decrease in potential supply of heroin,2,NA,1_East Asia & Pacific,a_opioids,999_other,1_people who use illegal drugs,7_ecological time series,3_survey,4_comparative
Farrell_2005,Data Extraction,NA,NA,Social Sciences,Zahra,Colleen,2004,No,NA,No,NA,empirical,2003,NA,decrease in potential supply of heroin,2,NA,6_South Asia,NA,9090_poppy seed farmers,999_other,8_ecological geographic,NA,5_longitudinal
Farrell_2005,Data Extraction,NA,NA,Social Sciences,Zahra,Colleen,2004,No,NA,No,NA,empirical,2003,NA,decrease in potential supply of heroin,2,NA,NA,NA,NA,9090_Poppy seed farmers,NA,NA,NA
Faryar_2017,Data Extraction,NA,NA,Health Sciences,Jane,NA,2017,Yes,United States,No,NA,empirical,2014,NA,"bill 1  ED attendees who are on prescribed opioids and use heroin.  Prescribed opioids declined, heroin increased",2,1_High Income,5_North America,a_opioids,2_clinical practitioners,7_chronic opioid users,7_ecological time series,4_census,1_hypothesis testing
Faryar_2017,Data Extraction,NA,NA,Health Sciences,Jane,NA,2017,Yes,United States,No,NA,empirical,2014,NA,"bill 1  ED attendees who are on prescribed opioids and use heroin.  Prescribed opioids declined, heroin increased",2,NA,NA,NA,NA,NA,NA,NA,5_longitudinal
Faryar_2017,Data Extraction,NA,NA,Health Sciences,Jane,NA,2017,Yes,United States,No,NA,empirical,2014,NA,"bill 1  ED attendees who are on prescribed opioids and use heroin.  Prescribed opioids declined, heroin increased",2,NA,NA,NA,NA,NA,NA,NA,NA
Faryar_2019,Data Extraction,NA,NA,Health Sciences,Roshni/a,Mina,2019,Yes,United States,Yes,No,empirical,2015,NA,"study pop is constructed by through gabapentin cases and time frame is after law was passed. But the study doesn;t necessary measure the impact of the law, or changes before and after the law.   Measured number of gabapentin exposures - increased between 2012 and 2015. Law was implemented in 2012.   Number of multi agent exposures (ex: gaba and opioids) increased between 2012-2015",2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,1_adminstrative data,0_descriptive
Faryar_2019,Data Extraction,NA,NA,Health Sciences,Roshni/a,Mina,2019,Yes,United States,Yes,No,empirical,2015,NA,"study pop is constructed by through gabapentin cases and time frame is after law was passed. But the study doesn;t necessary measure the impact of the law, or changes before and after the law.   Measured number of gabapentin exposures - increased between 2012 and 2015. Law was implemented in 2012.   Number of multi agent exposures (ex: gaba and opioids) increased between 2012-2015",2,NA,NA,NA,NA,NA,NA,NA,1_hypothesis testing
Feder_2017,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2017,Yes,United States,No,NA,empirical,2015,NA,NA,2,1_High Income,5_North America,a_opioids,0_general pop,0_general pop,6_ecological,3_survey,6_estimates of risk
Feder_2017,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2017,Yes,United States,No,NA,empirical,2015,NA,NA,2,NA,NA,NA,1_people who use illegal drugs,1_people who use illegal drugs,NA,NA,5_longitudinal
Feder_2017,Data Extraction,NA,NA,Health Sciences,Colleen,Zahra,2017,Yes,United States,No,NA,empirical,2015,NA,NA,2,NA,NA,NA,7_chronic opioid users,7_chronic opioid users,NA,NA,NA
Felix_2017,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2016,No,NA,No,NA,empirical,2010,NA,No change of cost of cocaine and heroin in Portugal after decriminalization. So not detrimental (i.e.  drugs not cheaper),2,NA,2_Europe & Central Asia,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,5_cross sectional,3_survey,5_longitudinal
Felix_2017,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2016,No,NA,No,NA,empirical,2010,NA,No change of cost of cocaine and heroin in Portugal after decriminalization. So not detrimental (i.e.  drugs not cheaper),2,NA,NA,d_cocaine,NA,NA,NA,5_chart reviews/medical records,NA
Felix_2017a,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,NA,empirical,2008,NA,NA,2,1_High Income,2_Europe & Central Asia,a_opioids,0_general pop,0_general pop,6_ecological,1_adminstrative data,4_comparative
Felix_2017a,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,NA,empirical,2008,NA,NA,2,NA,NA,b_cannabis,NA,NA,8_ecological geographic,NA,5_longitudinal
Felix_2017a,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,NA,empirical,2008,NA,NA,2,NA,NA,c_meth,NA,NA,NA,NA,NA
Felix_2017a,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,NA,empirical,2008,NA,NA,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Felix_2017a,Data Extraction,NA,NA,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,NA,empirical,2008,NA,NA,2,NA,NA,f_other,NA,NA,NA,NA,NA
Fernandez_2018,Data Extraction,NA,NA,Health Sciences,Amina,Colleen,2018,Yes,United States,No,NA,empirical,2016,NA,The majority of physicians felt rescheduling negatively impacted  both practical and ethical aspects of patient care related to pain management after  discharge.,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,2_clinical practitioners,5_cross sectional,2_qualitative,8_qualitative
Fernandez_2018,Data Extraction,NA,NA,Health Sciences,Amina,Colleen,2018,Yes,United States,No,NA,empirical,2016,NA,The majority of physicians felt rescheduling negatively impacted  both practical and ethical aspects of patient care related to pain management after  discharge.,2,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA
Fernandez_2018,Data Extraction,NA,NA,Health Sciences,Amina,Colleen,2018,Yes,United States,No,NA,empirical,2016,NA,The majority of physicians felt rescheduling negatively impacted  both practical and ethical aspects of patient care related to pain management after  discharge.,2,NA,NA,NA,NA,9_people with chronic pain,NA,NA,NA
Ferrara_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,NA,NA,NA
Ferrara_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,f_other,NA,7_chronic opioid users,NA,NA,NA
Filies-Away_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2013,Yes,United States,No,NA,non-empirical,NA,No,outcomes are fairly theoretical,2,1_High Income,5_North America,a_opioids,5_indgenous,5_indgenous,NA,NA,NA
Filies-Away_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2013,Yes,United States,No,NA,non-empirical,NA,No,outcomes are fairly theoretical,2,NA,NA,b_cannabis,6_people who have been incarcerated,6_people who have been incarcerated,NA,NA,NA
Filies-Away_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2013,Yes,United States,No,NA,non-empirical,NA,No,outcomes are fairly theoretical,2,NA,NA,c_meth,NA,NA,NA,NA,NA
Filies-Away_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2013,Yes,United States,No,NA,non-empirical,NA,No,outcomes are fairly theoretical,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Filies-Away_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2013,Yes,United States,No,NA,non-empirical,NA,No,outcomes are fairly theoretical,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Filies-Away_2014,Data Extraction,NA,NA,Legal,Kendra,Colleen,2013,Yes,United States,No,NA,non-empirical,NA,No,outcomes are fairly theoretical,2,NA,NA,f_other,NA,NA,NA,NA,NA
Fink_2018,Data Extraction,NA,NA,Health Sciences,Colleen,Amina,2018,Yes,United States,No,NA,empirical,2016,NA,"Only low grade available, so not able to do a meta-analysis.",2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,1_systematic review,5_chart reviews/medical records,0_descriptive
Finley_2017,Data Extraction,NA,NA,Health Sciences,Jane,NA,2017,Yes,United States,Yes,No,empirical,2015,NA,Scoping review PMP variety outcomes measured and results varied between sudies,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,1_people who use illegal drugs,2_scoping review,1_adminstrative data,4_comparative
Finley_2017,Data Extraction,NA,NA,Health Sciences,Jane,NA,2017,Yes,United States,Yes,No,empirical,2015,NA,Scoping review PMP variety outcomes measured and results varied between sudies,2,NA,NA,NA,NA,2_clinical practitioners,NA,NA,5_longitudinal
Finley_2017,Data Extraction,NA,NA,Health Sciences,Jane,NA,2017,Yes,United States,Yes,No,empirical,2015,NA,Scoping review PMP variety outcomes measured and results varied between sudies,2,NA,NA,NA,NA,7_chronic opioid users,NA,NA,999_other
Finley_2017,Data Extraction,NA,NA,Health Sciences,Jane,NA,2017,Yes,United States,Yes,No,empirical,2015,NA,Scoping review PMP variety outcomes measured and results varied between sudies,2,NA,NA,NA,NA,9_people with chronic pain,NA,NA,9090_compares states with and without PMP and before and after PMP introduced
Fiscella_2004,Data Extraction,NA,NA,Legal,Kendra,Colleen,2004,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,6_people who have been incarcerated,6_people who have been incarcerated,NA,NA,NA
Fiscella_2004,Data Extraction,NA,NA,Legal,Kendra,Colleen,2004,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,f_other,NA,NA,NA,NA,NA
Fischer_2013,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2013,Yes,Canada,Yes,No,empirical,2011,NA,Both prescribed and non-prescribed opioid use declined but a number of interventions including PMP and guidelines,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,3_survey,2_estimates of rates
Fischer_2013,Data Extraction,NA,NA,Health Sciences,Jane,Colleen,2013,Yes,Canada,Yes,No,empirical,2011,NA,Both prescribed and non-prescribed opioid use declined but a number of interventions including PMP and guidelines,2,NA,NA,NA,NA,NA,6_ecological,NA,NA
Fisher_2012,Data Extraction,NA,NA,Health Sciences,Amina,Colleen,2012,Yes,Canada,Yes,Unclear,empirical,2009,NA,Impact of a prescriber focused individual educational and audit- feedback intervention undertaken. Opioid prescribing and fills decreased,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,2_clinical practitioners,4_cohort study,1_adminstrative data,5_longitudinal
Fisher_2012,Data Extraction,NA,NA,Health Sciences,Amina,Colleen,2012,Yes,Canada,Yes,Unclear,empirical,2009,NA,Impact of a prescriber focused individual educational and audit- feedback intervention undertaken. Opioid prescribing and fills decreased,2,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA
Fisher_2012,Data Extraction,NA,NA,Health Sciences,Amina,Colleen,2012,Yes,Canada,Yes,Unclear,empirical,2009,NA,Impact of a prescriber focused individual educational and audit- feedback intervention undertaken. Opioid prescribing and fills decreased,2,NA,NA,NA,NA,9_people with chronic pain,NA,NA,NA
Fishman_2004,Data Extraction,NA,NA,Health Sciences,Ravina,Colleen,2004,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,NA,NA,NA
Fishman_2004,Data Extraction,NA,NA,Health Sciences,Ravina,Colleen,2004,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA
Fitzgerald_2004,Data Extraction,NA,NA,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,NA,empirical,2001,NA,NA,2,1_High Income,1_East Asia & Pacific,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,999_other,1_adminstrative data,6_estimates of risk
Fitzgerald_2004,Data Extraction,NA,NA,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,NA,empirical,2001,NA,NA,2,NA,NA,c_meth,NA,NA,9090_ethnographic,2_qualitative,5_longitudinal
Fitzgerald_2004,Data Extraction,NA,NA,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,NA,empirical,2001,NA,NA,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Fitzgerald_2004,Data Extraction,NA,NA,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,NA,empirical,2001,NA,NA,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Fitzpatrick_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,No,State policies that focus on treatment instead of punishment are more beneficial.,2,1_High Income,5_North America,a_opioids,3_women,3_women,NA,NA,NA
Fitzpatrick_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,No,State policies that focus on treatment instead of punishment are more beneficial.,2,NA,NA,b_cannabis,999_other,999_other,NA,NA,NA
Fitzpatrick_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,No,State policies that focus on treatment instead of punishment are more beneficial.,2,NA,NA,c_meth,9090_pregnant substance users,9090_pregnant substance users,NA,NA,NA
Fitzpatrick_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,No,State policies that focus on treatment instead of punishment are more beneficial.,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA
Fitzpatrick_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,No,State policies that focus on treatment instead of punishment are more beneficial.,2,NA,NA,e_benzo,NA,NA,NA,NA,NA
Fitzpatrick_2012,Data Extraction,NA,NA,Legal,Kendra,Colleen,2012,Yes,United States,No,NA,non-empirical,NA,No,State policies that focus on treatment instead of punishment are more beneficial.,2,NA,NA,f_other,NA,NA,NA,NA,NA
Fleming_2019,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2015,NA,80% of prescribers  believed that rescheduling hydrocodone containing compounds (hcps) changed their prescribing practices.     prescribing of HCPs was significantly lower among those who felt that rescheduling of hcps altered their prescribing patterns than those who felt that it did not alter their prescribing patterns. Instead they prescribed acetaminophen/codeine or tramadol.     'Prescribers who believed that rescheduling led to modified prescribing behaviours were less likely to prescribe hydrocodone containing products (HCPs) for acute/chronic pain' - instead would prescribe acetaminophen/codeine followed by tramadol,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,3_survey,6_estimates of risk
Fleming_2019,Data Extraction,NA,NA,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2015,NA,80% of prescribers  believed that rescheduling hydrocodone containing compounds (hcps) changed their prescribing practices.     prescribing of HCPs was significantly lower among those who felt that rescheduling of hcps altered their prescribing patterns than those who felt that it did not alter their prescribing patterns. Instead they prescribed acetaminophen/codeine or tramadol.     'Prescribers who believed that rescheduling led to modified prescribing behaviours were less likely to prescribe hydrocodone containing products (HCPs) for acute/chronic pain' - instead would prescribe acetaminophen/codeine followed by tramadol,2,NA,NA,NA,NA,NA,NA,NA,NA
Fornili_2017,Data Extraction,NA,NA,Health Sciences,Zahra,Colleen,2017,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,1_people who use illegal drugs,NA,NA,NA
Fornili_2017,Data Extraction,NA,NA,Health Sciences,Zahra,Colleen,2017,Yes,United States,No,NA,non-empirical,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Franklin_2012,Data Extraction,NA,NA,Health Sciences,Ravina,Colleen,2012,Yes,United States,No,NA,empirical,2010,NA,NA,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,0_general pop,6_ecological,1_adminstrative data,5_longitudinal
Franklin_2012,Data Extraction,NA,NA,Health Sciences,Ravina,Colleen,2012,Yes,United States,No,NA,empirical,2010,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Freeman_2005,Data Extraction,NA,NA,Health Sciences,Ravina,Colleen,2005,Yes,Australia,No,NA,empirical,2002,NA,NA,2,1_High Income,1_East Asia & Pacific,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,6_ecological,1_adminstrative data,5_longitudinal
Freeman_2005,Data Extraction,NA,NA,Health Sciences,Ravina,Colleen,2005,Yes,Australia,No,NA,empirical,2002,NA,NA,2,NA,NA,c_meth,NA,NA,NA,2_qualitative,NA
