record_id,policy_type,policy_op,policy_specific
Divino_2017,8_strategies,policy_clinical,9090_ER/LA Risk Evaluation and Mitigation Strategy
Dolan_2015,2_legislations,policy_clinical,7_compulsory treatment
Doleac_2019,4_government policy,policy_harm,9090_naloxone access laws
Dorf_2000,7_programs,policy_criminal,1_drug courts
Dormuth_2012,2_legislations,policy_legislative,1_regulation of prescription drugs
Dow_2019,2_legislations,policy_theme,9090_minimum wage increases
Dowell_2016,2_legislations,policy_legislative,1_regulation of prescription drugs
Dowell_2016,2_legislations,policy_legislative,9090_pain clinic laws
Dowell_2016,3_regulation,policy_legislative,1_regulation of prescription drugs
Dowell_2016,3_regulation,policy_legislative,9090_pain clinic laws
Dray_2008,8_strategies,policy_law_enforce,1_policing tactics
Driscoll_2017,1_legal,policy_criminal,1_drug courts
Driscoll_2017,7_programs,policy_criminal,1_drug courts
Drucker_2013,2_legislations,policy_criminal,9090_sentencing and incarceration
Drucker_2013,2_legislations,policy_legislative,3_decriminalization
Drucker_2013,2_legislations,policy_social,1_welfare expansion/reform
Drucker_2013,2_legislations,policy_social,9090_Services avaliable on release from corrections
Drucker_2013,3_regulation,policy_criminal,9090_sentencing and incarceration
Drucker_2013,3_regulation,policy_legislative,3_decriminalization
Drucker_2013,3_regulation,policy_social,1_welfare expansion/reform
Drucker_2013,3_regulation,policy_social,9090_Services avaliable on release from corrections
Drucker_2013,4_government policy,policy_criminal,9090_sentencing and incarceration
Drucker_2013,4_government policy,policy_legislative,3_decriminalization
Drucker_2013,4_government policy,policy_social,1_welfare expansion/reform
Drucker_2013,4_government policy,policy_social,9090_Services avaliable on release from corrections
Drucker_2013,8_strategies,policy_criminal,9090_sentencing and incarceration
Drucker_2013,8_strategies,policy_legislative,3_decriminalization
Drucker_2013,8_strategies,policy_social,1_welfare expansion/reform
Drucker_2013,8_strategies,policy_social,9090_Services avaliable on release from corrections
Drug Policy Alliance_2017,2_legislations,policy_criminal,2_punitive charges
Dublin_2019,7_programs,policy_theme,9090_Opioid risk reduction initiative
Ducharme_2008,3_regulation,policy_social,2_medical insurance changes
Duppong_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Durning_2005,1_legal,policy_theme,9090_tort law as an enforcement mechanism for irresponsible marketing/distribution
Durning_2005,1_legal,policy_clinical,2_availability of OAT - provider - doctors
Durning_2005,1_legal,policy_clinical,3_availability of OAT - provider - pharmacists
Durning_2005,1_legal,policy_clinical,4_opioid prescribing standards
Durning_2005,1_legal,policy_clinical,5_opioid prescribing standards - provider - doctor
Durning_2005,1_legal,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Durning_2005,1_legal,policy_prescription,9090_prescribing practices and enforcement
Durning_2005,2_legislations,policy_theme,9090_tort law as an enforcement mechanism for irresponsible marketing/distribution
Durning_2005,2_legislations,policy_clinical,2_availability of OAT - provider - doctors
Durning_2005,2_legislations,policy_clinical,3_availability of OAT - provider - pharmacists
Durning_2005,2_legislations,policy_clinical,4_opioid prescribing standards
Durning_2005,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor
Durning_2005,2_legislations,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Durning_2005,2_legislations,policy_prescription,9090_prescribing practices and enforcement
Durning_2005,3_regulation,policy_theme,9090_tort law as an enforcement mechanism for irresponsible marketing/distribution
Durning_2005,3_regulation,policy_clinical,2_availability of OAT - provider - doctors
Durning_2005,3_regulation,policy_clinical,3_availability of OAT - provider - pharmacists
Durning_2005,3_regulation,policy_clinical,4_opioid prescribing standards
Durning_2005,3_regulation,policy_clinical,5_opioid prescribing standards - provider - doctor
Durning_2005,3_regulation,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Durning_2005,3_regulation,policy_prescription,9090_prescribing practices and enforcement
Durning_2005,4_government policy,policy_theme,9090_tort law as an enforcement mechanism for irresponsible marketing/distribution
Durning_2005,4_government policy,policy_clinical,2_availability of OAT - provider - doctors
Durning_2005,4_government policy,policy_clinical,3_availability of OAT - provider - pharmacists
Durning_2005,4_government policy,policy_clinical,4_opioid prescribing standards
Durning_2005,4_government policy,policy_clinical,5_opioid prescribing standards - provider - doctor
Durning_2005,4_government policy,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Durning_2005,4_government policy,policy_prescription,9090_prescribing practices and enforcement
Durning_2005,5_guidelines,policy_theme,9090_tort law as an enforcement mechanism for irresponsible marketing/distribution
Durning_2005,5_guidelines,policy_clinical,2_availability of OAT - provider - doctors
Durning_2005,5_guidelines,policy_clinical,3_availability of OAT - provider - pharmacists
Durning_2005,5_guidelines,policy_clinical,4_opioid prescribing standards
Durning_2005,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Durning_2005,5_guidelines,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Durning_2005,5_guidelines,policy_prescription,9090_prescribing practices and enforcement
Durning_2005,6_standards,policy_theme,9090_tort law as an enforcement mechanism for irresponsible marketing/distribution
Durning_2005,6_standards,policy_clinical,2_availability of OAT - provider - doctors
Durning_2005,6_standards,policy_clinical,3_availability of OAT - provider - pharmacists
Durning_2005,6_standards,policy_clinical,4_opioid prescribing standards
Durning_2005,6_standards,policy_clinical,5_opioid prescribing standards - provider - doctor
Durning_2005,6_standards,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Durning_2005,6_standards,policy_prescription,9090_prescribing practices and enforcement
Durning_2005,8_strategies,policy_theme,9090_tort law as an enforcement mechanism for irresponsible marketing/distribution
Durning_2005,8_strategies,policy_clinical,2_availability of OAT - provider - doctors
Durning_2005,8_strategies,policy_clinical,3_availability of OAT - provider - pharmacists
Durning_2005,8_strategies,policy_clinical,4_opioid prescribing standards
Durning_2005,8_strategies,policy_clinical,5_opioid prescribing standards - provider - doctor
Durning_2005,8_strategies,policy_clinical,6_opioid prescribing standards - provider - pharmacist
Durning_2005,8_strategies,policy_prescription,9090_prescribing practices and enforcement
Dutko_2010,2_legislations,policy_legislative,1_regulation of prescription drugs
Dzotsenidze_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
ECDC_2013,4_government policy,policy_clinical,1_availability of OAT
ECDC_2015,4_government policy,policy_clinical,1_availability of OAT
Edwards_2000,4_government policy,policy_criminal,9090_coercive treatment in corrections
Edwards_2000,4_government policy,policy_clinical,7_compulsory treatment
Edwards_2000,7_programs,policy_criminal,9090_coercive treatment in corrections
Edwards_2000,7_programs,policy_clinical,7_compulsory treatment
Egan_2004,2_legislations,policy_harm,9090_allows citizens to administer naloxone
Egan_2004,2_legislations,policy_legislative,5_first responders
EMCDDA_2002,2_legislations,policy_law_enforce,1_policing tactics
EMCDDA_2002,2_legislations,policy_criminal,1_drug courts
EMCDDA_2002,2_legislations,policy_criminal,2_punitive charges
EMCDDA_2002,2_legislations,policy_legislative,2_illicit drug policies
EMCDDA_2002,2_legislations,policy_clinical,1_availability of OAT
EMCDDA_2002,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor
EMCDDA_2002,8_strategies,policy_law_enforce,1_policing tactics
EMCDDA_2002,8_strategies,policy_criminal,1_drug courts
EMCDDA_2002,8_strategies,policy_criminal,2_punitive charges
EMCDDA_2002,8_strategies,policy_legislative,2_illicit drug policies
EMCDDA_2002,8_strategies,policy_clinical,1_availability of OAT
EMCDDA_2002,8_strategies,policy_clinical,5_opioid prescribing standards - provider - doctor
EMCDDA_2003,2_legislations,policy_law_enforce,1_policing tactics
EMCDDA_2003,2_legislations,policy_harm,1_needle exchange/availability
EMCDDA_2003,2_legislations,policy_harm,3_SIS
EMCDDA_2003,2_legislations,policy_harm,9090_heroin prescription
EMCDDA_2003,2_legislations,policy_harm,9090_2_safer use education
EMCDDA_2003,2_legislations,policy_harm,"9090_3_low--threshold education, first aid courses"
EMCDDA_2003,2_legislations,policy_criminal,2_punitive charges
EMCDDA_2003,2_legislations,policy_legislative,9090_Measures to reduce public order/nuisance offences
EMCDDA_2003,2_legislations,policy_clinical,1_availability of OAT
EMCDDA_2003,2_legislations,policy_clinical,4_opioid prescribing standards
EMCDDA_2003,4_government policy,policy_law_enforce,1_policing tactics
EMCDDA_2003,4_government policy,policy_harm,1_needle exchange/availability
EMCDDA_2003,4_government policy,policy_harm,3_SIS
EMCDDA_2003,4_government policy,policy_harm,9090_heroin prescription
EMCDDA_2003,4_government policy,policy_harm,9090_2_safer use education
EMCDDA_2003,4_government policy,policy_harm,"9090_3_low--threshold education, first aid courses"
EMCDDA_2003,4_government policy,policy_criminal,2_punitive charges
EMCDDA_2003,4_government policy,policy_legislative,9090_Measures to reduce public order/nuisance offences
EMCDDA_2003,4_government policy,policy_clinical,1_availability of OAT
EMCDDA_2003,4_government policy,policy_clinical,4_opioid prescribing standards
EMCDDA_2003,8_strategies,policy_law_enforce,1_policing tactics
EMCDDA_2003,8_strategies,policy_harm,1_needle exchange/availability
EMCDDA_2003,8_strategies,policy_harm,3_SIS
EMCDDA_2003,8_strategies,policy_harm,9090_heroin prescription
EMCDDA_2003,8_strategies,policy_harm,9090_2_safer use education
EMCDDA_2003,8_strategies,policy_harm,"9090_3_low--threshold education, first aid courses"
EMCDDA_2003,8_strategies,policy_criminal,2_punitive charges
EMCDDA_2003,8_strategies,policy_legislative,9090_Measures to reduce public order/nuisance offences
EMCDDA_2003,8_strategies,policy_clinical,1_availability of OAT
EMCDDA_2003,8_strategies,policy_clinical,4_opioid prescribing standards
EMCDDA_2005,2_legislations,policy_legislative,2_illicit drug policies
EMCDDA_2005,2_legislations,policy_clinical,1_availability of OAT
EMCDDA_2005,2_legislations,policy_clinical,7_compulsory treatment
EMCDDA_2015,2_legislations,policy_criminal,1_drug courts
EMCDDA_2015,2_legislations,policy_legislative,3_decriminalization
EMCDDA_2015,2_legislations,policy_legislative,9090_Various alternatives to punishment
EMCDDA_2015,2_legislations,policy_clinical,7_compulsory treatment
EMCDDA_2015_2,8_strategies,policy_harm,1_needle exchange/availability
EMCDDA_2015_2,8_strategies,policy_harm,3_SIS
EMCDDA_2015_2,8_strategies,policy_harm,9090_low-threshold service delivery
EMCDDA_2015_2,8_strategies,policy_harm,9090_2_Naloxone
Erfanian_2019,2_legislations,policy_harm,9090_naloxone access laws
Erfanian_2019,4_government policy,policy_harm,9090_naloxone access laws
Erickson_2005,4_government policy,policy_social,1_welfare expansion/reform
Ernst_2014,1_legal,policy_criminal,2_punitive charges
Ernst_2014,2_legislations,policy_criminal,2_punitive charges
Espelt_2017,7_programs,policy_law_enforce,1_policing tactics
Espelt_2017,7_programs,policy_harm,3_SIS
Espelt_2017,8_strategies,policy_law_enforce,1_policing tactics
Espelt_2017,8_strategies,policy_harm,3_SIS
Ettner_2016,2_legislations,policy_social,2_medical insurance changes
Evans_2014,2_legislations,policy_criminal,1_drug courts
Evans_2018,3_regulation,policy_prescription,2_changes in drug formulation
Fairbarin_2015,2_legislations,policy_clinical,7_compulsory treatment
Fairbarin_2015,2_legislations,policy_clinical,9090_voluntary treatment
Falcato_2001,8_strategies,policy_law_enforce,1_policing tactics
Farrell_2005,2_legislations,policy_criminal,"9090_Forced eradication, and public punishment of transgressors"
Farrell_2005,2_legislations,policy_legislative,9090_Ban on poppy farming
Faryar_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Faryar_2017,2_legislations,policy_legislative,9090_pain clinic laws
Faryar_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Feder_2017,2_legislations,policy_social,2_medical insurance changes
Felix_2017,2_legislations,policy_legislative,3_decriminalization
Felix_2017a,2_legislations,policy_legislative,3_decriminalization
Fernandez_2018,3_regulation,policy_prescription,1_drug rescheduling
Ferrara_2012,2_legislations,policy_prescription,9090_differing regulatory approach to prescribing
Ferrara_2012,3_regulation,policy_prescription,9090_differing regulatory approach to prescribing
Filies-Away_2014,1_legal,policy_criminal,9090_Indigenous tribal wellness courts
Filies-Away_2014,7_programs,policy_criminal,9090_Indigenous tribal wellness courts
Filies-Away_2014,8_strategies,policy_criminal,9090_Indigenous tribal wellness courts
Fink_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Finley_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Fiscella_2004,5_guidelines,policy_criminal,9090_policies and guidelines around withdrawls in jail
Fiscella_2004,6_standards,policy_criminal,9090_policies and guidelines around withdrawls in jail
Fischer_2013,2_legislations,policy_legislative,1_regulation of prescription drugs
Fischer_2013,2_legislations,policy_clinical,5_opioid prescribing standards - provider - doctor
Fischer_2013,5_guidelines,policy_legislative,1_regulation of prescription drugs
Fischer_2013,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Fisher_2012,7_programs,policy_clinical,4_opioid prescribing standards
Fishman_2004,2_legislations,policy_legislative,1_regulation of prescription drugs
Fitzgerald_2004,7_programs,policy_law_enforce,2_police presence
Fitzgerald_2004,7_programs,policy_harm,1_needle exchange/availability
Fitzgerald_2004,7_programs,policy_harm,3_SIS
Fitzpatrick_2012,1_legal,policy_legislative,9090_Criminalization of pregnant women uses drugs
Fitzpatrick_2012,2_legislations,policy_legislative,9090_Criminalization of pregnant women uses drugs
Fleming_2019,3_regulation,policy_prescription,1_drug rescheduling
Fornili_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Franklin_2012,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Freeman_2005,7_programs,policy_harm,3_SIS
Freeman_2015,2_legislations,policy_legislative,1_regulation of prescription drugs
Freeman_2015,2_legislations,policy_legislative,9090_pain clinic laws
Freeman_2018,2_legislations,policy_harm,9090_naloxone access laws
Freeman_2018,4_government policy,policy_harm,9090_naloxone access laws
Friedman_2006,8_strategies,policy_law_enforce,2_police presence
Friedman_2006,8_strategies,policy_law_enforce,9090_# of heroin arrests
Friedman_2006,8_strategies,policy_law_enforce,9090_2_Corrections expenditures
Friedman_2017,2_legislations,policy_social,2_medical insurance changes
Friedman_2018,2_legislations,policy_social,2_medical insurance changes
Fu_2013,7_programs,policy_clinical,9090_forced methadone withdrawal
Furlan_2018,2_legislations,policy_theme,"9090_not specified in article, but mentions that regulations and clinical practice changes were included"
Furlan_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Furlan_2018,2_legislations,policy_clinical,4_opioid prescribing standards
Furlan_2018,3_regulation,policy_theme,"9090_not specified in article, but mentions that regulations and clinical practice changes were included"
Furlan_2018,3_regulation,policy_legislative,1_regulation of prescription drugs
Furlan_2018,3_regulation,policy_clinical,4_opioid prescribing standards
Furlan_2018,5_guidelines,policy_theme,"9090_not specified in article, but mentions that regulations and clinical practice changes were included"
Furlan_2018,5_guidelines,policy_legislative,1_regulation of prescription drugs
Furlan_2018,5_guidelines,policy_clinical,4_opioid prescribing standards
Garcia_2014,7_programs,policy_social,2_medical insurance changes
Garcia_2016,6_standards,policy_social,2_medical insurance changes
Garcia_2019,2_legislations,policy_social,2_medical insurance changes
Garg_2013,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Garin_2018,2_legislations,policy_legislative,4_legalization
Gau_2017,2_legislations,policy_law_enforce,1_policing tactics
Gau_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Gau_2017,8_strategies,policy_law_enforce,1_policing tactics
Gau_2017,8_strategies,policy_legislative,1_regulation of prescription drugs
Gaubert_2009,7_programs,policy_prescription,9090_Remove drug from hospital formulary
Gertner_2018,2_legislations,policy_harm,9090_naloxone access laws
Gertner_2018,4_government policy,policy_harm,9090_naloxone access laws
Ghobadi_2018,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Gillespie_2017,1_legal,policy_criminal,2_punitive charges
Gillespie_2017,1_legal,policy_criminal,9090_Criminal charges for women who use drugs while pregnant
Gillespie_2017,1_legal,policy_legislative,2_illicit drug policies
Gillespie_2017,2_legislations,policy_criminal,2_punitive charges
Gillespie_2017,2_legislations,policy_criminal,9090_Criminal charges for women who use drugs while pregnant
Gillespie_2017,2_legislations,policy_legislative,2_illicit drug policies
Gilson_2012,2_legislations,policy_legislative,1_regulation of prescription drugs
Giuntella_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Goldberg_2005,7_programs,policy_theme,9090_Establishment of pain management contract
Golichenko_2013,2_legislations,policy_law_enforce,1_policing tactics
Golichenko_2013,2_legislations,policy_harm,1_needle exchange/availability
Golichenko_2013,2_legislations,policy_legislative,2_illicit drug policies
Golichenko_2013,2_legislations,policy_clinical,7_compulsory treatment
Golichenko_2013,4_government policy,policy_law_enforce,1_policing tactics
Golichenko_2013,4_government policy,policy_harm,1_needle exchange/availability
Golichenko_2013,4_government policy,policy_legislative,2_illicit drug policies
Golichenko_2013,4_government policy,policy_clinical,7_compulsory treatment
Gomes_2012,3_regulation,policy_prescription,2_changes in drug formulation
Gomes_2014,2_legislations,policy_legislative,1_regulation of prescription drugs
Gomes_2015,2_legislations,policy_prescription,2_changes in drug formulation
Gomes_2017,3_regulation,policy_prescription,2_changes in drug formulation
Gomes_2018,3_regulation,policy_prescription,2_changes in drug formulation
Goncalves_2015,8_strategies,policy_harm,1_needle exchange/availability
Goncalves_2015,8_strategies,policy_legislative,3_decriminalization
Goncalves_2015,8_strategies,policy_clinical,1_availability of OAT
Gonzalez_2012,2_legislations,policy_legislative,1_regulation of prescription drugs
Goodman_2008,2_legislations,policy_legislative,1_regulation of prescription drugs
Goodwin_2014,2_legislations,policy_law_enforce,1_policing tactics
Goodwin_2014,2_legislations,policy_criminal,2_punitive charges
Goodwin_2014,2_legislations,policy_legislative,9090_criminalizing drug use while prenanacy and requiring clinician reporting
Goodwin_2014,3_regulation,policy_law_enforce,1_policing tactics
Goodwin_2014,3_regulation,policy_criminal,2_punitive charges
Goodwin_2014,3_regulation,policy_legislative,9090_criminalizing drug use while prenanacy and requiring clinician reporting
Gordon_2016,2_legislations,policy_legislative,1_regulation of prescription drugs
Gordon_2016,2_legislations,policy_clinical,1_availability of OAT
Gordon_2016,2_legislations,policy_prescription,1_drug rescheduling
Gordon_2016,3_regulation,policy_legislative,1_regulation of prescription drugs
Gordon_2016,3_regulation,policy_clinical,1_availability of OAT
Gordon_2016,3_regulation,policy_prescription,1_drug rescheduling
Graddy_2017,7_programs,policy_prescription,2_changes in drug formulation
Grant_2017,2_legislations,policy_legislative,4_legalization
Grecu_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Green_2006,2_legislations,policy_social,9090_Adoption and safe families act
Green_2012,2_legislations,policy_legislative,1_regulation of prescription drugs
Greenwald_2009,2_legislations,policy_legislative,3_decriminalization
Grogan_2016,2_legislations,policy_social,2_medical insurance changes
Gutheil_2016,2_legislations,policy_harm,1_needle exchange/availability
Gutheil_2016,2_legislations,policy_harm,3_SIS
Gutheil_2016,2_legislations,policy_criminal,2_punitive charges
Gutheil_2016,2_legislations,policy_legislative,1_regulation of prescription drugs
Gutheil_2016,2_legislations,policy_legislative,2_illicit drug policies
Gutheil_2016,2_legislations,policy_legislative,3_decriminalization
Gutheil_2016,2_legislations,policy_legislative,4_legalization
Gutheil_2016,2_legislations,policy_clinical,1_availability of OAT
Gutheil_2016,2_legislations,policy_international,1_international drug treaties
Gutheil_2016,2_legislations,policy_international,9090_mechanisims to operatinalize international EU commitments
Gutheil_2016,3_regulation,policy_harm,1_needle exchange/availability
Gutheil_2016,3_regulation,policy_harm,3_SIS
Gutheil_2016,3_regulation,policy_criminal,2_punitive charges
Gutheil_2016,3_regulation,policy_legislative,1_regulation of prescription drugs
Gutheil_2016,3_regulation,policy_legislative,2_illicit drug policies
Gutheil_2016,3_regulation,policy_legislative,3_decriminalization
Gutheil_2016,3_regulation,policy_legislative,4_legalization
Gutheil_2016,3_regulation,policy_clinical,1_availability of OAT
Gutheil_2016,3_regulation,policy_international,1_international drug treaties
Gutheil_2016,3_regulation,policy_international,9090_mechanisims to operatinalize international EU commitments
Gutheil_2016,8_strategies,policy_harm,1_needle exchange/availability
Gutheil_2016,8_strategies,policy_harm,3_SIS
Gutheil_2016,8_strategies,policy_criminal,2_punitive charges
Gutheil_2016,8_strategies,policy_legislative,1_regulation of prescription drugs
Gutheil_2016,8_strategies,policy_legislative,2_illicit drug policies
Gutheil_2016,8_strategies,policy_legislative,3_decriminalization
Gutheil_2016,8_strategies,policy_legislative,4_legalization
Gutheil_2016,8_strategies,policy_clinical,1_availability of OAT
Gutheil_2016,8_strategies,policy_international,1_international drug treaties
Gutheil_2016,8_strategies,policy_international,9090_mechanisims to operatinalize international EU commitments
Habbouche_2018,3_regulation,policy_prescription,1_drug rescheduling
Haegerich_2014,2_legislations,policy_harm,9090_naloxone distribution and overdose prevention/response education
Haegerich_2014,2_legislations,policy_legislative,1_regulation of prescription drugs
Haegerich_2014,2_legislations,policy_legislative,5_first responders
Haegerich_2014,2_legislations,policy_clinical,4_opioid prescribing standards
Haegerich_2014,3_regulation,policy_harm,9090_naloxone distribution and overdose prevention/response education
Haegerich_2014,3_regulation,policy_legislative,1_regulation of prescription drugs
Haegerich_2014,3_regulation,policy_legislative,5_first responders
Haegerich_2014,3_regulation,policy_clinical,4_opioid prescribing standards
Haegerich_2014,4_government policy,policy_harm,9090_naloxone distribution and overdose prevention/response education
Haegerich_2014,4_government policy,policy_legislative,1_regulation of prescription drugs
Haegerich_2014,4_government policy,policy_legislative,5_first responders
Haegerich_2014,4_government policy,policy_clinical,4_opioid prescribing standards
Haegerich_2014,5_guidelines,policy_harm,9090_naloxone distribution and overdose prevention/response education
Haegerich_2014,5_guidelines,policy_legislative,1_regulation of prescription drugs
Haegerich_2014,5_guidelines,policy_legislative,5_first responders
Haegerich_2014,5_guidelines,policy_clinical,4_opioid prescribing standards
Haegerich_2014,7_programs,policy_harm,9090_naloxone distribution and overdose prevention/response education
Haegerich_2014,7_programs,policy_legislative,1_regulation of prescription drugs
Haegerich_2014,7_programs,policy_legislative,5_first responders
Haegerich_2014,7_programs,policy_clinical,4_opioid prescribing standards
Haegerich_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Haegerich_2019,2_legislations,policy_legislative,5_first responders
Haegerich_2019,2_legislations,policy_social,2_medical insurance changes
Haegerich_2019,2_legislations,policy_clinical,2_availability of OAT - provider - doctors
Haegerich_2019,4_government policy,policy_legislative,1_regulation of prescription drugs
Haegerich_2019,4_government policy,policy_legislative,5_first responders
Haegerich_2019,4_government policy,policy_social,2_medical insurance changes
Haegerich_2019,4_government policy,policy_clinical,2_availability of OAT - provider - doctors
Haegerich_2019,5_guidelines,policy_legislative,1_regulation of prescription drugs
Haegerich_2019,5_guidelines,policy_legislative,5_first responders
Haegerich_2019,5_guidelines,policy_social,2_medical insurance changes
Haegerich_2019,5_guidelines,policy_clinical,2_availability of OAT - provider - doctors
Haffajee_2018,2_legislations,policy_legislative,1_regulation of prescription drugs
Hammett_2014,2_legislations,policy_harm,1_needle exchange/availability
Hammett_2014,2_legislations,policy_harm,"9090_BBI testing/vaccination, SSTI treatment"
Hammett_2014,2_legislations,policy_clinical,3_availability of OAT - provider - pharmacists
Hammett_2014,3_regulation,policy_harm,1_needle exchange/availability
Hammett_2014,3_regulation,policy_harm,"9090_BBI testing/vaccination, SSTI treatment"
Hammett_2014,3_regulation,policy_clinical,3_availability of OAT - provider - pharmacists
Hammett_2014,4_government policy,policy_harm,1_needle exchange/availability
Hammett_2014,4_government policy,policy_harm,"9090_BBI testing/vaccination, SSTI treatment"
Hammett_2014,4_government policy,policy_clinical,3_availability of OAT - provider - pharmacists
Hampton_2011,2_legislations,policy_clinical,7_compulsory treatment
Hansen_2017,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Hansen_2017,7_programs,policy_clinical,5_opioid prescribing standards - provider - doctor
Hardjasa_2018,2_legislations,policy_legislative,2_illicit drug policies
Harrison_2019,3_regulation,policy_prescription,1_drug rescheduling
Hartung_2004,2_legislations,policy_social,2_medical insurance changes
Hartung_2017,3_regulation,policy_social,2_medical insurance changes
Hartung_2018,5_guidelines,policy_clinical,1_availability of OAT
Hartung_2018,5_guidelines,policy_clinical,4_opioid prescribing standards
Hartung_2018,7_programs,policy_clinical,1_availability of OAT
Hartung_2018,7_programs,policy_clinical,4_opioid prescribing standards
Havens_2014,3_regulation,policy_prescription,2_changes in drug formulation
Hawton_2009,3_regulation,policy_prescription,3_withdraw drug
Hawton_2011,3_regulation,policy_prescription,3_withdraw drug
Hawton_2012,3_regulation,policy_prescription,3_withdraw drug
Hayashi_2013,4_government policy,policy_law_enforce,1_policing tactics
Hayes_2015,3_regulation,policy_prescription,3_withdraw drug
Haynes_2016,3_regulation,policy_prescription,1_drug rescheduling
Hedrich_2012,7_programs,policy_clinical,1_availability of OAT
Heins_2019,2_legislations,policy_legislative,1_regulation of prescription drugs
Heins_2019,2_legislations,policy_prescription,9090_Morphine Equivalent Daily Dose policies
Heins_2019,4_government policy,policy_legislative,1_regulation of prescription drugs
Heins_2019,4_government policy,policy_prescription,9090_Morphine Equivalent Daily Dose policies
Heins_2019,5_guidelines,policy_legislative,1_regulation of prescription drugs
Heins_2019,5_guidelines,policy_prescription,9090_Morphine Equivalent Daily Dose policies
Henderson_2016,2_legislations,policy_legislative,3_decriminalization
Henderson_2016,2_legislations,policy_international,1_international drug treaties
Hewlett_2013,2_legislations,policy_legislative,1_regulation of prescription drugs
Hoffman_2017,2_legislations,policy_legislative,1_regulation of prescription drugs
Homenko_2009,3_regulation,policy_legislative,1_regulation of prescription drugs
Hopwood_2003,4_government policy,policy_harm,1_needle exchange/availability
Hopwood_2003,4_government policy,policy_harm,9090_specifically removal of supplies for methadone injection
Hora_2008,2_legislations,policy_criminal,1_drug courts
Horgan_2008,5_guidelines,policy_clinical,1_availability of OAT
Houborg_2014b,8_strategies,policy_law_enforce,1_policing tactics
Hough_2003,2_legislations,policy_clinical,7_compulsory treatment
Hser_2003,2_legislations,policy_criminal,1_drug courts
Hser_2007,2_legislations,policy_clinical,7_compulsory treatment
Huey_2019,7_programs,policy_harm,3_SIS
Hughes_2007,2_legislations,policy_legislative,3_decriminalization
Hughes_2018,2_legislations,policy_criminal,9090_2_police diversion
Hughes_2018,2_legislations,policy_legislative,3_decriminalization
Hughes_2018,2_legislations,policy_legislative,9090_depenalization
Hughes_2018,3_regulation,policy_criminal,9090_2_police diversion
Hughes_2018,3_regulation,policy_legislative,3_decriminalization
Hughes_2018,3_regulation,policy_legislative,9090_depenalization
Husain_2014,2_legislations,policy_legislative,2_illicit drug policies
Husain_2014,2_legislations,policy_international,1_international drug treaties
Hwang_2015,3_regulation,policy_prescription,2_changes in drug formulation
Inciardi_2003,8_strategies,policy_criminal,1_drug courts
Inciardi_2003,8_strategies,policy_legislative,2_illicit drug policies
Inciardi_2009,4_government policy,policy_legislative,9090_FDA approval of generic drugs
Irvine_2019,3_regulation,policy_harm,4_OPS
Irvine_2019,3_regulation,policy_harm,9090_take home nalaxone kits
Irvine_2019,3_regulation,policy_clinical,1_availability of OAT
Irvine_2019,7_programs,policy_harm,4_OPS
Irvine_2019,7_programs,policy_harm,9090_take home nalaxone kits
Irvine_2019,7_programs,policy_clinical,1_availability of OAT
Irwin_2017,7_programs,policy_harm,3_SIS
Israelsson_2011,2_legislations,policy_criminal,9090_compulsory commitment to care
Israelsson_2011,2_legislations,policy_clinical,7_compulsory treatment
Israelsson_2012_2,2_legislations,policy_criminal,9090_compulsory commitment to care
Israelsson_2012_2,2_legislations,policy_clinical,7_compulsory treatment
Israelsson_2015,2_legislations,policy_criminal,9090_compulsory commitment to care
Israelsson_2015,2_legislations,policy_clinical,7_compulsory treatment
Jauncey_2018,3_regulation,policy_prescription,2_changes in drug formulation
Johnson_2006,7_programs,policy_harm,1_needle exchange/availability
Johnson_2011,5_guidelines,policy_clinical,5_opioid prescribing standards - provider - doctor
Jozaghi_2013,2_legislations,policy_harm,3_SIS
Junod_2018,1_legal,policy_clinical,1_availability of OAT
