record_id,redcap_event_name.factor,redcap_repeat_instrument.factor,redcap_repeat_instance,paper_type.factor,name,dv_name,year_pub,country_yn.factor,country.factor,competing_interests_yn.factor,competing_interests.factor,empirical.factor,year_study,appeal_yn.factor,comments,data_extraction_form_complete,country_region,target_substance,population_specific,population_specific_affect,study_design,data_sources,analysis,country_income
Falcato_2001,Data Extraction,,,Health Sciences,Jane,Colleen,2001,Yes,Switzerland,No,,empirical,1997,,After closure open drug scene  increase MMT admissions with no decline in retention rates,2,2_Europe & Central Asia,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,6_ecological,1_adminstrative data,5_longitudinal,1_High Income
Falcato_2001,Data Extraction,,,Health Sciences,Jane,Colleen,2001,Yes,Switzerland,No,,empirical,1997,,After closure open drug scene  increase MMT admissions with no decline in retention rates,2,,,7_chronic opioid users,7_chronic opioid users,,4_census,,1_High Income
Farrell_2005,Data Extraction,,,Social Sciences,Zahra,Colleen,2004,No,,No,,empirical,2003,,decrease in potential supply of heroin,2,1_East Asia & Pacific,a_opioids,999_other,1_people who use illegal drugs,7_ecological time series,3_survey,4_comparative,
Farrell_2005,Data Extraction,,,Social Sciences,Zahra,Colleen,2004,No,,No,,empirical,2003,,decrease in potential supply of heroin,2,6_South Asia,,9090_poppy seed farmers,999_other,8_ecological geographic,,5_longitudinal,
Farrell_2005,Data Extraction,,,Social Sciences,Zahra,Colleen,2004,No,,No,,empirical,2003,,decrease in potential supply of heroin,2,,,,9090_Poppy seed farmers,,,,
Faryar_2017,Data Extraction,,,Health Sciences,Jane,,2017,Yes,United States,No,,empirical,2014,,"bill 1  ED attendees who are on prescribed opioids and use heroin.  Prescribed opioids declined, heroin increased",2,5_North America,a_opioids,2_clinical practitioners,7_chronic opioid users,7_ecological time series,4_census,1_hypothesis testing,1_High Income
Faryar_2017,Data Extraction,,,Health Sciences,Jane,,2017,Yes,United States,No,,empirical,2014,,"bill 1  ED attendees who are on prescribed opioids and use heroin.  Prescribed opioids declined, heroin increased",2,,,,,,,5_longitudinal,1_High Income
Faryar_2017,Data Extraction,,,Health Sciences,Jane,,2017,Yes,United States,No,,empirical,2014,,"bill 1  ED attendees who are on prescribed opioids and use heroin.  Prescribed opioids declined, heroin increased",2,,,,,,,,1_High Income
Faryar_2019,Data Extraction,,,Health Sciences,Roshni/a,Mina,2019,Yes,United States,Yes,No,empirical,2015,,"study pop is constructed by through gabapentin cases and time frame is after law was passed. But the study doesn;t necessary measure the impact of the law, or changes before and after the law.   Measured number of gabapentin exposures - increased between 2012 and 2015. Law was implemented in 2012.   Number of multi agent exposures (ex: gaba and opioids) increased between 2012-2015",2,5_North America,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,1_adminstrative data,0_descriptive,1_High Income
Faryar_2019,Data Extraction,,,Health Sciences,Roshni/a,Mina,2019,Yes,United States,Yes,No,empirical,2015,,"study pop is constructed by through gabapentin cases and time frame is after law was passed. But the study doesn;t necessary measure the impact of the law, or changes before and after the law.   Measured number of gabapentin exposures - increased between 2012 and 2015. Law was implemented in 2012.   Number of multi agent exposures (ex: gaba and opioids) increased between 2012-2015",2,,,,,,,1_hypothesis testing,1_High Income
Feder_2017,Data Extraction,,,Health Sciences,Colleen,Zahra,2017,Yes,United States,No,,empirical,2015,,,2,5_North America,a_opioids,0_general pop,0_general pop,6_ecological,3_survey,6_estimates of risk,1_High Income
Feder_2017,Data Extraction,,,Health Sciences,Colleen,Zahra,2017,Yes,United States,No,,empirical,2015,,,2,,,1_people who use illegal drugs,1_people who use illegal drugs,,,5_longitudinal,1_High Income
Feder_2017,Data Extraction,,,Health Sciences,Colleen,Zahra,2017,Yes,United States,No,,empirical,2015,,,2,,,7_chronic opioid users,7_chronic opioid users,,,,1_High Income
Felix_2017,Data Extraction,,,Health Sciences,Jane,Colleen,2016,No,,No,,empirical,2010,,No change of cost of cocaine and heroin in Portugal after decriminalization. So not detrimental (i.e.  drugs not cheaper),2,2_Europe & Central Asia,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,5_cross sectional,3_survey,5_longitudinal,
Felix_2017,Data Extraction,,,Health Sciences,Jane,Colleen,2016,No,,No,,empirical,2010,,No change of cost of cocaine and heroin in Portugal after decriminalization. So not detrimental (i.e.  drugs not cheaper),2,,d_cocaine,,,,5_chart reviews/medical records,,
Felix_2017a,Data Extraction,,,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,,empirical,2008,,,2,2_Europe & Central Asia,a_opioids,0_general pop,0_general pop,6_ecological,1_adminstrative data,4_comparative,1_High Income
Felix_2017a,Data Extraction,,,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,,empirical,2008,,,2,,b_cannabis,,,8_ecological geographic,,5_longitudinal,1_High Income
Felix_2017a,Data Extraction,,,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,,empirical,2008,,,2,,c_meth,,,,,,1_High Income
Felix_2017a,Data Extraction,,,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,,empirical,2008,,,2,,d_cocaine,,,,,,1_High Income
Felix_2017a,Data Extraction,,,Social Sciences,Colleen,Zahra,2017,Yes,Portugal,No,,empirical,2008,,,2,,f_other,,,,,,1_High Income
Fernandez_2018,Data Extraction,,,Health Sciences,Amina,Colleen,2018,Yes,United States,No,,empirical,2016,,The majority of physicians felt rescheduling negatively impacted  both practical and ethical aspects of patient care related to pain management after  discharge.,2,5_North America,a_opioids,2_clinical practitioners,2_clinical practitioners,5_cross sectional,2_qualitative,8_qualitative,1_High Income
Fernandez_2018,Data Extraction,,,Health Sciences,Amina,Colleen,2018,Yes,United States,No,,empirical,2016,,The majority of physicians felt rescheduling negatively impacted  both practical and ethical aspects of patient care related to pain management after  discharge.,2,,,,7_chronic opioid users,,,,1_High Income
Fernandez_2018,Data Extraction,,,Health Sciences,Amina,Colleen,2018,Yes,United States,No,,empirical,2016,,The majority of physicians felt rescheduling negatively impacted  both practical and ethical aspects of patient care related to pain management after  discharge.,2,,,,9_people with chronic pain,,,,1_High Income
Ferrara_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,2_clinical practitioners,0_general pop,,,,1_High Income
Ferrara_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,,,2,,f_other,,7_chronic opioid users,,,,1_High Income
Filies-Away_2014,Data Extraction,,,Legal,Kendra,Colleen,2013,Yes,United States,No,,non-empirical,,No,outcomes are fairly theoretical,2,5_North America,a_opioids,5_indgenous,5_indgenous,,,,1_High Income
Filies-Away_2014,Data Extraction,,,Legal,Kendra,Colleen,2013,Yes,United States,No,,non-empirical,,No,outcomes are fairly theoretical,2,,b_cannabis,6_people who have been incarcerated,6_people who have been incarcerated,,,,1_High Income
Filies-Away_2014,Data Extraction,,,Legal,Kendra,Colleen,2013,Yes,United States,No,,non-empirical,,No,outcomes are fairly theoretical,2,,c_meth,,,,,,1_High Income
Filies-Away_2014,Data Extraction,,,Legal,Kendra,Colleen,2013,Yes,United States,No,,non-empirical,,No,outcomes are fairly theoretical,2,,d_cocaine,,,,,,1_High Income
Filies-Away_2014,Data Extraction,,,Legal,Kendra,Colleen,2013,Yes,United States,No,,non-empirical,,No,outcomes are fairly theoretical,2,,e_benzo,,,,,,1_High Income
Filies-Away_2014,Data Extraction,,,Legal,Kendra,Colleen,2013,Yes,United States,No,,non-empirical,,No,outcomes are fairly theoretical,2,,f_other,,,,,,1_High Income
Fink_2018,Data Extraction,,,Health Sciences,Colleen,Amina,2018,Yes,United States,No,,empirical,2016,,"Only low grade available, so not able to do a meta-analysis.",2,5_North America,a_opioids,2_clinical practitioners,0_general pop,1_systematic review,5_chart reviews/medical records,0_descriptive,1_High Income
Finley_2017,Data Extraction,,,Health Sciences,Jane,,2017,Yes,United States,Yes,No,empirical,2015,,Scoping review PMP variety outcomes measured and results varied between sudies,2,5_North America,a_opioids,2_clinical practitioners,1_people who use illegal drugs,2_scoping review,1_adminstrative data,4_comparative,1_High Income
Finley_2017,Data Extraction,,,Health Sciences,Jane,,2017,Yes,United States,Yes,No,empirical,2015,,Scoping review PMP variety outcomes measured and results varied between sudies,2,,,,2_clinical practitioners,,,5_longitudinal,1_High Income
Finley_2017,Data Extraction,,,Health Sciences,Jane,,2017,Yes,United States,Yes,No,empirical,2015,,Scoping review PMP variety outcomes measured and results varied between sudies,2,,,,7_chronic opioid users,,,999_other,1_High Income
Finley_2017,Data Extraction,,,Health Sciences,Jane,,2017,Yes,United States,Yes,No,empirical,2015,,Scoping review PMP variety outcomes measured and results varied between sudies,2,,,,9_people with chronic pain,,,9090_compares states with and without PMP and before and after PMP introduced,1_High Income
Fiscella_2004,Data Extraction,,,Legal,Kendra,Colleen,2004,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,6_people who have been incarcerated,6_people who have been incarcerated,,,,1_High Income
Fiscella_2004,Data Extraction,,,Legal,Kendra,Colleen,2004,Yes,United States,No,,non-empirical,,,,2,,f_other,,,,,,1_High Income
Fischer_2013,Data Extraction,,,Health Sciences,Jane,Colleen,2013,Yes,Canada,Yes,No,empirical,2011,,Both prescribed and non-prescribed opioid use declined but a number of interventions including PMP and guidelines,2,5_North America,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,3_survey,2_estimates of rates,1_High Income
Fischer_2013,Data Extraction,,,Health Sciences,Jane,Colleen,2013,Yes,Canada,Yes,No,empirical,2011,,Both prescribed and non-prescribed opioid use declined but a number of interventions including PMP and guidelines,2,,,,,6_ecological,,,1_High Income
Fisher_2012,Data Extraction,,,Health Sciences,Amina,Colleen,2012,Yes,Canada,Yes,Unclear,empirical,2009,,Impact of a prescriber focused individual educational and audit- feedback intervention undertaken. Opioid prescribing and fills decreased,2,5_North America,a_opioids,2_clinical practitioners,2_clinical practitioners,4_cohort study,1_adminstrative data,5_longitudinal,1_High Income
Fisher_2012,Data Extraction,,,Health Sciences,Amina,Colleen,2012,Yes,Canada,Yes,Unclear,empirical,2009,,Impact of a prescriber focused individual educational and audit- feedback intervention undertaken. Opioid prescribing and fills decreased,2,,,,7_chronic opioid users,,,,1_High Income
Fisher_2012,Data Extraction,,,Health Sciences,Amina,Colleen,2012,Yes,Canada,Yes,Unclear,empirical,2009,,Impact of a prescriber focused individual educational and audit- feedback intervention undertaken. Opioid prescribing and fills decreased,2,,,,9_people with chronic pain,,,,1_High Income
Fishman_2004,Data Extraction,,,Health Sciences,Ravina,Colleen,2004,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,2_clinical practitioners,0_general pop,,,,1_High Income
Fishman_2004,Data Extraction,,,Health Sciences,Ravina,Colleen,2004,Yes,United States,No,,non-empirical,,,,2,,,,7_chronic opioid users,,,,1_High Income
Fitzgerald_2004,Data Extraction,,,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,,empirical,2001,,,2,1_East Asia & Pacific,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,999_other,1_adminstrative data,6_estimates of risk,1_High Income
Fitzgerald_2004,Data Extraction,,,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,,empirical,2001,,,2,,c_meth,,,9090_ethnographic,2_qualitative,5_longitudinal,1_High Income
Fitzgerald_2004,Data Extraction,,,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,,empirical,2001,,,2,,d_cocaine,,,,,,1_High Income
Fitzgerald_2004,Data Extraction,,,Social Sciences,Ravina,Colleen,2004,Yes,Australia,No,,empirical,2001,,,2,,e_benzo,,,,,,1_High Income
Fitzpatrick_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,No,State policies that focus on treatment instead of punishment are more beneficial.,2,5_North America,a_opioids,3_women,3_women,,,,1_High Income
Fitzpatrick_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,No,State policies that focus on treatment instead of punishment are more beneficial.,2,,b_cannabis,999_other,999_other,,,,1_High Income
Fitzpatrick_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,No,State policies that focus on treatment instead of punishment are more beneficial.,2,,c_meth,9090_pregnant substance users,9090_pregnant substance users,,,,1_High Income
Fitzpatrick_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,No,State policies that focus on treatment instead of punishment are more beneficial.,2,,d_cocaine,,,,,,1_High Income
Fitzpatrick_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,No,State policies that focus on treatment instead of punishment are more beneficial.,2,,e_benzo,,,,,,1_High Income
Fitzpatrick_2012,Data Extraction,,,Legal,Kendra,Colleen,2012,Yes,United States,No,,non-empirical,,No,State policies that focus on treatment instead of punishment are more beneficial.,2,,f_other,,,,,,1_High Income
Fleming_2019,Data Extraction,,,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2015,,80% of prescribers  believed that rescheduling hydrocodone containing compounds (hcps) changed their prescribing practices.     prescribing of HCPs was significantly lower among those who felt that rescheduling of hcps altered their prescribing patterns than those who felt that it did not alter their prescribing patterns. Instead they prescribed acetaminophen/codeine or tramadol.     'Prescribers who believed that rescheduling led to modified prescribing behaviours were less likely to prescribe hydrocodone containing products (HCPs) for acute/chronic pain' - instead would prescribe acetaminophen/codeine followed by tramadol,2,5_North America,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,3_survey,6_estimates of risk,1_High Income
Fleming_2019,Data Extraction,,,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2015,,80% of prescribers  believed that rescheduling hydrocodone containing compounds (hcps) changed their prescribing practices.     prescribing of HCPs was significantly lower among those who felt that rescheduling of hcps altered their prescribing patterns than those who felt that it did not alter their prescribing patterns. Instead they prescribed acetaminophen/codeine or tramadol.     'Prescribers who believed that rescheduling led to modified prescribing behaviours were less likely to prescribe hydrocodone containing products (HCPs) for acute/chronic pain' - instead would prescribe acetaminophen/codeine followed by tramadol,2,,,,,,,,1_High Income
Fornili_2017,Data Extraction,,,Health Sciences,Zahra,Colleen,2017,Yes,United States,No,,non-empirical,,,,2,5_North America,a_opioids,2_clinical practitioners,1_people who use illegal drugs,,,,1_High Income
Fornili_2017,Data Extraction,,,Health Sciences,Zahra,Colleen,2017,Yes,United States,No,,non-empirical,,,,2,,,,,,,,1_High Income
Franklin_2012,Data Extraction,,,Health Sciences,Ravina,Colleen,2012,Yes,United States,No,,empirical,2010,,,2,5_North America,a_opioids,2_clinical practitioners,0_general pop,6_ecological,1_adminstrative data,5_longitudinal,1_High Income
Franklin_2012,Data Extraction,,,Health Sciences,Ravina,Colleen,2012,Yes,United States,No,,empirical,2010,,,2,,,,,,,,1_High Income
Freeman_2005,Data Extraction,,,Health Sciences,Ravina,Colleen,2005,Yes,Australia,No,,empirical,2002,,,2,1_East Asia & Pacific,a_opioids,1_people who use illegal drugs,1_people who use illegal drugs,6_ecological,1_adminstrative data,5_longitudinal,1_High Income
Freeman_2005,Data Extraction,,,Health Sciences,Ravina,Colleen,2005,Yes,Australia,No,,empirical,2002,,,2,,c_meth,,,,2_qualitative,,1_High Income
Freeman_2005,Data Extraction,,,Health Sciences,Ravina,Colleen,2005,Yes,Australia,No,,empirical,2002,,,2,,d_cocaine,,,,,,1_High Income
Freeman_2005,Data Extraction,,,Health Sciences,Ravina,Colleen,2005,Yes,Australia,No,,empirical,2002,,,2,,e_benzo,,,,,,1_High Income
Freeman_2015,Data Extraction,,,Social Sciences,Roshni,Colleen,2015,Yes,United States,No,,empirical,2014,,"- treament admissions for prescription opioid use decreased but admissions for illicit heroin use increased.     - they report that although they did find changes in heroin related measures (heroin related hospitlizations/deaths, substance use treatment for heroin) these had been on the rise prior to HB1.",2,5_North America,a_opioids,2_clinical practitioners,0_general pop,5_cross sectional,1_adminstrative data,5_longitudinal,1_High Income
Freeman_2015,Data Extraction,,,Social Sciences,Roshni,Colleen,2015,Yes,United States,No,,empirical,2014,,"- treament admissions for prescription opioid use decreased but admissions for illicit heroin use increased.     - they report that although they did find changes in heroin related measures (heroin related hospitlizations/deaths, substance use treatment for heroin) these had been on the rise prior to HB1.",2,,,,,7_ecological time series,3_survey,8_qualitative,1_High Income
Freeman_2015,Data Extraction,,,Social Sciences,Roshni,Colleen,2015,Yes,United States,No,,empirical,2014,,"- treament admissions for prescription opioid use decreased but admissions for illicit heroin use increased.     - they report that although they did find changes in heroin related measures (heroin related hospitlizations/deaths, substance use treatment for heroin) these had been on the rise prior to HB1.",2,,,,,6_ecological,,,1_High Income
Freeman_2015,Data Extraction,,,Social Sciences,Roshni,Colleen,2015,Yes,United States,No,,empirical,2014,,"- treament admissions for prescription opioid use decreased but admissions for illicit heroin use increased.     - they report that although they did find changes in heroin related measures (heroin related hospitlizations/deaths, substance use treatment for heroin) these had been on the rise prior to HB1.",2,,,,,,,,1_High Income
Freeman_2018,Data Extraction,,,Health Sciences,Roshni,Colleen,2018,Yes,United States,Yes,No,empirical,2017,,,2,5_North America,a_opioids,2_clinical practitioners,1_people who use illegal drugs,7_ecological time series,1_adminstrative data,0_descriptive,1_High Income
Freeman_2018,Data Extraction,,,Health Sciences,Roshni,Colleen,2018,Yes,United States,Yes,No,empirical,2017,,,2,,,,,6_ecological,,2_estimates of rates,1_High Income
Friedman_2006,Data Extraction,,,Health Sciences,Colleen,Amina,2006,Yes,United States,No,,empirical,1998,,,2,5_North America,f_other,1_people who use illegal drugs,1_people who use illegal drugs,7_ecological time series,1_adminstrative data,2_estimates of rates,1_High Income
Friedman_2006,Data Extraction,,,Health Sciences,Colleen,Amina,2006,Yes,United States,No,,empirical,1998,,,2,,,,,8_ecological geographic,,6_estimates of risk,1_High Income
Friedman_2006,Data Extraction,,,Health Sciences,Colleen,Amina,2006,Yes,United States,No,,empirical,1998,,,2,,,,,,,,1_High Income
Friedman_2017,Data Extraction,,,Health Sciences,Roshni,Colleen,2017,Yes,United States,No,,empirical,2013,,"3 types of utilization measures:  'Outpatient utilization measures separately counted assessment/diagnostic  evaluation, medication management, structured outpatient care, individual  psychotherapy, group psychotherapy and family psychotherapy visits. Intermediate care is a setting of care commonly used to treat behavioral health conditions. Its utilization measures separately counted  days of day treatment, residential care, and care in a recovery home. Acute inpatient care utilization was measured by the number of days  spent in the hospital.'",2,5_North America,a_opioids,999_other,0_general pop,4_cohort study,1_adminstrative data,5_longitudinal,1_High Income
Friedman_2017,Data Extraction,,,Health Sciences,Roshni,Colleen,2017,Yes,United States,No,,empirical,2013,,"3 types of utilization measures:  'Outpatient utilization measures separately counted assessment/diagnostic  evaluation, medication management, structured outpatient care, individual  psychotherapy, group psychotherapy and family psychotherapy visits. Intermediate care is a setting of care commonly used to treat behavioral health conditions. Its utilization measures separately counted  days of day treatment, residential care, and care in a recovery home. Acute inpatient care utilization was measured by the number of days  spent in the hospital.'",2,,b_cannabis,9090_insurance providers,999_other,,,,1_High Income
Friedman_2017,Data Extraction,,,Health Sciences,Roshni,Colleen,2017,Yes,United States,No,,empirical,2013,,"3 types of utilization measures:  'Outpatient utilization measures separately counted assessment/diagnostic  evaluation, medication management, structured outpatient care, individual  psychotherapy, group psychotherapy and family psychotherapy visits. Intermediate care is a setting of care commonly used to treat behavioral health conditions. Its utilization measures separately counted  days of day treatment, residential care, and care in a recovery home. Acute inpatient care utilization was measured by the number of days  spent in the hospital.'",2,,c_meth,,9090_people with SUD,,,,1_High Income
Friedman_2017,Data Extraction,,,Health Sciences,Roshni,Colleen,2017,Yes,United States,No,,empirical,2013,,"3 types of utilization measures:  'Outpatient utilization measures separately counted assessment/diagnostic  evaluation, medication management, structured outpatient care, individual  psychotherapy, group psychotherapy and family psychotherapy visits. Intermediate care is a setting of care commonly used to treat behavioral health conditions. Its utilization measures separately counted  days of day treatment, residential care, and care in a recovery home. Acute inpatient care utilization was measured by the number of days  spent in the hospital.'",2,,d_cocaine,,,,,,1_High Income
Friedman_2017,Data Extraction,,,Health Sciences,Roshni,Colleen,2017,Yes,United States,No,,empirical,2013,,"3 types of utilization measures:  'Outpatient utilization measures separately counted assessment/diagnostic  evaluation, medication management, structured outpatient care, individual  psychotherapy, group psychotherapy and family psychotherapy visits. Intermediate care is a setting of care commonly used to treat behavioral health conditions. Its utilization measures separately counted  days of day treatment, residential care, and care in a recovery home. Acute inpatient care utilization was measured by the number of days  spent in the hospital.'",2,,e_benzo,,,,,,1_High Income
Friedman_2017,Data Extraction,,,Health Sciences,Roshni,Colleen,2017,Yes,United States,No,,empirical,2013,,"3 types of utilization measures:  'Outpatient utilization measures separately counted assessment/diagnostic  evaluation, medication management, structured outpatient care, individual  psychotherapy, group psychotherapy and family psychotherapy visits. Intermediate care is a setting of care commonly used to treat behavioral health conditions. Its utilization measures separately counted  days of day treatment, residential care, and care in a recovery home. Acute inpatient care utilization was measured by the number of days  spent in the hospital.'",2,,f_other,,,,,,1_High Income
Friedman_2018,Data Extraction,,,Health Sciences,Roshni,Colleen,2018,Yes,United States,Yes,Yes,empirical,2013,,report that SUD financial requirements were already at parity with mental health by the time the act (Mental Health Parity and Addiction Equity Act (MHPAEA)) was passed.,2,5_North America,f_other,999_other,0_general pop,7_ecological time series,1_adminstrative data,4_comparative,1_High Income
Friedman_2018,Data Extraction,,,Health Sciences,Roshni,Colleen,2018,Yes,United States,Yes,Yes,empirical,2013,,report that SUD financial requirements were already at parity with mental health by the time the act (Mental Health Parity and Addiction Equity Act (MHPAEA)) was passed.,2,,,9090_insurance providers,,6_ecological,,,1_High Income
Fu_2013,Data Extraction,,,Health Sciences,Ravina,Colleen,2012,Yes,United States,No,,empirical,2009,,,2,5_North America,a_opioids,6_people who have been incarcerated,6_people who have been incarcerated,5_cross sectional,3_survey,4_comparative,1_High Income
Fu_2013,Data Extraction,,,Health Sciences,Ravina,Colleen,2012,Yes,United States,No,,empirical,2009,,,2,,,,,,,,1_High Income
Furlan_2018,Data Extraction,,,Health Sciences,Roshni,Colleen,2018,No,,Yes,No,empirical,2015,,"there isn't one specific legal approach being assessed. Multiple are included, as well as some strategies that do not sound like legal appraoches (ex: educational programs, campaigns collaborations etc.,)    Study did not do a meta analysis or report an overall effect of strategies on outcome. They did standardize the estimates though. More a description of the studies that existed and what the reported effect was.     also reported that 19 of the total 66 studies reported on unintended consquences which included: ' patients not receiving  necessary prescriptions; patients paying for their prescriptions out of their own pockets; overdose due to rotation from other opioids to methadone; more overdose  by morphine, hydromorphone, and heroine;  stolen naloxone kit; being harassed by police over possession of naloxone; stigma associated with carrying a naloxone kit; stigma associated with receiving a prescription  for addiction; a paradoxical increase in overdose  because suspension of physicians who were  prescribing improperly led to patients on withdrawal and overdosing from other source ; patients had a false sense of privilege because of participation in an educational session, leading to more opioid abuse; and possible beliefs that naloxone access enables addiction to  opioids.'",2,1_East Asia & Pacific,a_opioids,0_general pop,0_general pop,1_systematic review,5_chart reviews/medical records,0_descriptive,
Furlan_2018,Data Extraction,,,Health Sciences,Roshni,Colleen,2018,No,,Yes,No,empirical,2015,,"there isn't one specific legal approach being assessed. Multiple are included, as well as some strategies that do not sound like legal appraoches (ex: educational programs, campaigns collaborations etc.,)    Study did not do a meta analysis or report an overall effect of strategies on outcome. They did standardize the estimates though. More a description of the studies that existed and what the reported effect was.     also reported that 19 of the total 66 studies reported on unintended consquences which included: ' patients not receiving  necessary prescriptions; patients paying for their prescriptions out of their own pockets; overdose due to rotation from other opioids to methadone; more overdose  by morphine, hydromorphone, and heroine;  stolen naloxone kit; being harassed by police over possession of naloxone; stigma associated with carrying a naloxone kit; stigma associated with receiving a prescription  for addiction; a paradoxical increase in overdose  because suspension of physicians who were  prescribing improperly led to patients on withdrawal and overdosing from other source ; patients had a false sense of privilege because of participation in an educational session, leading to more opioid abuse; and possible beliefs that naloxone access enables addiction to  opioids.'",2,2_Europe & Central Asia,,2_clinical practitioners,2_clinical practitioners,,,999_other,
Furlan_2018,Data Extraction,,,Health Sciences,Roshni,Colleen,2018,No,,Yes,No,empirical,2015,,"there isn't one specific legal approach being assessed. Multiple are included, as well as some strategies that do not sound like legal appraoches (ex: educational programs, campaigns collaborations etc.,)    Study did not do a meta analysis or report an overall effect of strategies on outcome. They did standardize the estimates though. More a description of the studies that existed and what the reported effect was.     also reported that 19 of the total 66 studies reported on unintended consquences which included: ' patients not receiving  necessary prescriptions; patients paying for their prescriptions out of their own pockets; overdose due to rotation from other opioids to methadone; more overdose  by morphine, hydromorphone, and heroine;  stolen naloxone kit; being harassed by police over possession of naloxone; stigma associated with carrying a naloxone kit; stigma associated with receiving a prescription  for addiction; a paradoxical increase in overdose  because suspension of physicians who were  prescribing improperly led to patients on withdrawal and overdosing from other source ; patients had a false sense of privilege because of participation in an educational session, leading to more opioid abuse; and possible beliefs that naloxone access enables addiction to  opioids.'",2,5_North America,,7_chronic opioid users,7_chronic opioid users,,,9090_generates effect sizes,
Garcia_2014,Data Extraction,,,Health Sciences,Jane,Colleen,2014,Yes,United States,Yes,No,empirical,2005,,-prior authorization  methadone and morphine down but fentanyl and oxy up.  I am concerned re decreasing methadone dose may mean people stop taking OAT which is not a good thing despite saving money!,2,5_North America,a_opioids,0_general pop,0_general pop,7_ecological time series,1_adminstrative data,5_longitudinal,1_High Income
Garcia_2014,Data Extraction,,,Health Sciences,Jane,Colleen,2014,Yes,United States,Yes,No,empirical,2005,,-prior authorization  methadone and morphine down but fentanyl and oxy up.  I am concerned re decreasing methadone dose may mean people stop taking OAT which is not a good thing despite saving money!,2,,,,,6_ecological,,,1_High Income
Garcia_2014,Data Extraction,,,Health Sciences,Jane,Colleen,2014,Yes,United States,Yes,No,empirical,2005,,-prior authorization  methadone and morphine down but fentanyl and oxy up.  I am concerned re decreasing methadone dose may mean people stop taking OAT which is not a good thing despite saving money!,2,,,,,,,,1_High Income
Garcia_2016,Data Extraction,,,Health Sciences,Roshni,Colleen,2016,Yes,United States,No,,empirical,2015,,prior authorization in a private insurer,2,5_North America,a_opioids,2_clinical practitioners,0_general pop,4_cohort study,1_adminstrative data,2_estimates of rates,1_High Income
Garcia_2016,Data Extraction,,,Health Sciences,Roshni,Colleen,2016,Yes,United States,No,,empirical,2015,,prior authorization in a private insurer,2,,,,,,,,1_High Income
Garcia_2019,Data Extraction,,,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2017,,prior authorization in medicaid,2,5_North America,a_opioids,2_clinical practitioners,0_general pop,4_cohort study,1_adminstrative data,5_longitudinal,1_High Income
Garcia_2019,Data Extraction,,,Health Sciences,Roshni,Colleen,2019,Yes,United States,Yes,No,empirical,2017,,prior authorization in medicaid,2,,,,,,,,1_High Income
Garg_2013,Data Extraction,,,Health Sciences,Colleen,Zahra,2013,Yes,United States,No,,empirical,2010,,,2,5_North America,a_opioids,2_clinical practitioners,7_chronic opioid users,6_ecological,1_adminstrative data,5_longitudinal,1_High Income
Garg_2013,Data Extraction,,,Health Sciences,Colleen,Zahra,2013,Yes,United States,No,,empirical,2010,,,2,,,,9_people with chronic pain,,,,1_High Income
Garg_2013,Data Extraction,,,Health Sciences,Colleen,Zahra,2013,Yes,United States,No,,empirical,2010,,,2,,,,,,,,1_High Income
Garin_2018,Data Extraction,,,Health Sciences,Amina,Colleen,2018,Yes,United States,No,,empirical,2015,,"medical cannabis legalization  Effect of Medical Cannabis Dispensaries on Opioid  and Heroin Overdose Mortality. The regression results show that operating medical cannabis dispensaries generally reduce  mortality due to opioid overdoses. These effects are similar across the two specifications, i.e. independent of whether they also control for the legal status of medical cannabis.",2,5_North America,b_cannabis,0_general pop,7_chronic opioid users,8_ecological geographic,1_adminstrative data,6_estimates of risk,1_High Income
