record_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,paper_type,name,dv_name,year_pub,country_yn,country,competing_interests_yn,competing_interests,empirical,year_study,appeal_yn,outcomes_yn,comments,data_extraction_form_complete,country_income,country_region,target_substance,population_specific,study_design,data_sources,analysis,policy_type,policies,policy_law_enforce,policy_harm,outcome_type,outcomes_treatment,impact_tfo,outcome,population_specific_affect,gov_level,impact_overdose,court_level,policy_criminal,policy_theme,impact_other,impact_crim,policy_legislative,outcomes_prescription,impact_pres_other,outcome_illegal,impact_idu,impact_ou,policy_social,impact_access,impact_dui_2,impact_other_2,impact_other_3,policy_clinical,policy_prescription,impact_opr,outcomes_non_pres,impact_non_pres_use,outcome_otc,impact_otc,outcome_infectious,impact_hiv,impact_health,impact_of_2,impact_of,impact_oa,impact_opb,impact_hepc,impact_infect_other,impact_non_pres_other,impact_dui,impact_non_pres_avail,impact_of_3,policy_international
Bunting_2019,data_extraction_arm_1,NA,NA,2,Roshni,NA,2019,1,181,1,2,1,2016,NA,1,"examined 3 legal approaches   1) abuse deterrant oxycontin  (2010)  2)  PDMPS (2012)  3) KY Senate Bill 192 which was composed of 4 policy areas (2015)                 a) Authorization of needle exchange                 b) good samaratan law                 c) expanded funding for treatment                  d) availability of naloxone through prescription  services.    Outcome was use of nonmedical opioids or use of heroin in the 12 months prior to incarceration (retrospective)    The policies in general did not specifically target people in the criminal 'justice' system but they were the focus of this study.     Re impacts (through ANOVA testing of rates per year):   -  Significant increases in heroin use reported in 2011 (post oxycodone) and 2014 (2 years post PDMP) . NMPO's relatively constant but significant drop reported between 2012 - 2013 (post PDMP). Significant increases in IDU for each year from 2011 - 2015.  After KY Senate Bill 192: no significant change in rates of heroin, NMO, or IDU use.",2,NA,NA,NA,9090_people seeking treatment for SUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_people seeking treatment for SUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burger_2017,data_extraction_arm_1,NA,NA,3,Colleen,NA,2017,0,NA,0,NA,2,NA,NA,0,Analyses how the Single Convention on Narcotic Drugs affects indigenous people's human rights.,2,NA,1_East Asia & Pacific,a_opioids,0_general pop,NA,NA,NA,2_legislations,2_legislative,NA,NA,NA,NA,NA,NA,5_indgenous,4_NA,NA,NA,NA,NA,NA,NA,2_illicit drug policies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burger_2017,data_extraction_arm_1,NA,NA,3,Colleen,NA,2017,0,NA,0,NA,2,NA,NA,0,Analyses how the Single Convention on Narcotic Drugs affects indigenous people's human rights.,2,NA,3_Latin America,d_cocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burger_2017,data_extraction_arm_1,NA,NA,3,Colleen,NA,2017,0,NA,0,NA,2,NA,NA,0,Analyses how the Single Convention on Narcotic Drugs affects indigenous people's human rights.,2,NA,6_South Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,181,1,2,1,2013,NA,0,NA,2,1_High Income,5_North America,a_opioids,9090_Policy makers,6_ecological,3_survey,0_descriptive,4_government policy,5_prescription drug regulations,NA,NA,NA,NA,NA,NA,1_people who use illegal drugs,2_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_medical insurance changes,NA,NA,NA,NA,4_opioid prescribing standards,1_drug rescheduling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,181,1,2,1,2013,NA,0,NA,2,NA,NA,NA,NA,10_case series,NA,4_comparative,5_guidelines,6_clinical treatments,NA,NA,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_changes in drug formulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,181,1,2,1,2013,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,7_programs,7_social services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_Administrative barriers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,181,1,2,1,2013,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,8_strategies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Busch_2014,data_extraction_arm_1,NA,NA,1,Roshni,Colleen,2014,1,181,0,NA,1,2010,NA,1,NA,2,1_High Income,5_North America,a_opioids,0_general pop,4_cohort study,1_adminstrative data,4_comparative,2_legislations,7_social services,NA,NA,3_substance use treatment,998_other 2,NA,9090_SUD diagnosis,0_general pop,1_NA,NA,NA,NA,NA,0_no change,NA,NA,NA,NA,NA,NA,NA,2_medical insurance changes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_increase,0_no change,0_no change,NA,NA,NA,NA,NA,NA,NA,NA,NA
Busch_2014,data_extraction_arm_1,NA,NA,1,Roshni,Colleen,2014,1,181,0,NA,1,2010,NA,1,NA,2,NA,NA,b_cannabis,NA,NA,NA,NA,NA,NA,NA,NA,8_health and  social services systems costs,9090_proportion of enrollees using SUD treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Busch_2014,data_extraction_arm_1,NA,NA,1,Roshni,Colleen,2014,1,181,0,NA,1,2010,NA,1,NA,2,NA,NA,c_meth,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_2_treatment initation & engagement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Busch_2014,data_extraction_arm_1,NA,NA,1,Roshni,Colleen,2014,1,181,0,NA,1,2010,NA,1,NA,2,NA,NA,d_cocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Busch_2014,data_extraction_arm_1,NA,NA,1,Roshni,Colleen,2014,1,181,0,NA,1,2010,NA,1,NA,2,NA,NA,e_benzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Busch_2014,data_extraction_arm_1,NA,NA,1,Roshni,Colleen,2014,1,181,0,NA,1,2010,NA,1,NA,2,NA,NA,f_other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butler_2013,data_extraction_arm_1,NA,NA,1,Colleen,NA,2013,1,181,0,NA,1,2012,NA,1,NA,2,1_High Income,5_North America,a_opioids,0_general pop,5_cross sectional,3_survey,2_estimates of rates,3_regulation,5_prescription drug regulations,NA,NA,1_prescription drug availability/use,NA,NA,NA,0_general pop,NA,NA,NA,NA,NA,NA,NA,NA,9090_oxycodone use,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_changes in drug formulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cady_2019,data_extraction_arm_1,NA,NA,3,Colleen,Amina,2019,1,181,0,NA,2,NA,NA,0,NA,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,NA,NA,NA,2_legislations,2_legislative,NA,NA,NA,NA,NA,NA,0_general pop,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cady_2019,data_extraction_arm_1,NA,NA,3,Colleen,Amina,2019,1,181,0,NA,2,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cahill_2003,data_extraction_arm_1,NA,NA,1,Trevor,NA,2003,1,78,0,NA,1,1999,NA,1,"Article reads as beneficial based on pre/post implementation of regulation/treatment.    Policy was the introduction of training for methadone prescribers and registration of all methadone clients on a central register. Cohort under study were those who were transferred from private GPs to the government addiction clinic.    Outcomes measured were: stayed in treatment, pos/neg UDS, standard dosing. Narrow definition of success using outdated standards/guidelines.",2,1_High Income,2_Europe & Central Asia,a_opioids,2_clinical practitioners,4_cohort study,4_census,2_estimates of rates,2_legislations,2_legislative,NA,NA,2_illegal drug availability / use,2_oat,0_no change,NA,1_people who use illegal drugs,1_NA,NA,NA,NA,NA,NA,NA,"9090_Client monitoring system (ie, patient treatment list for all patients prescribed methadone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_availability of OAT - provider - doctors,NA,NA,2_illegal drug use,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_decrease,NA,NA,NA,NA
Cahill_2003,data_extraction_arm_1,NA,NA,1,Trevor,NA,2003,1,78,0,NA,1,1999,NA,1,"Article reads as beneficial based on pre/post implementation of regulation/treatment.    Policy was the introduction of training for methadone prescribers and registration of all methadone clients on a central register. Cohort under study were those who were transferred from private GPs to the government addiction clinic.    Outcomes measured were: stayed in treatment, pos/neg UDS, standard dosing. Narrow definition of success using outdated standards/guidelines.",2,NA,NA,NA,9090_Government-run health authority clinics,NA,NA,NA,3_regulation,6_clinical treatments,NA,NA,3_substance use treatment,NA,3_beneficial,NA,7_chronic opioid users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4_opioid prescribing standards,NA,NA,9090_Benzo use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cahill_2003,data_extraction_arm_1,NA,NA,1,Trevor,NA,2003,1,78,0,NA,1,1999,NA,1,"Article reads as beneficial based on pre/post implementation of regulation/treatment.    Policy was the introduction of training for methadone prescribers and registration of all methadone clients on a central register. Cohort under study were those who were transferred from private GPs to the government addiction clinic.    Outcomes measured were: stayed in treatment, pos/neg UDS, standard dosing. Narrow definition of success using outdated standards/guidelines.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7_illegal drug use behaviours/harms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,8,1,2,1,2015,NA,1,NA,2,1_High Income,1_East Asia & Pacific,a_opioids,0_general pop,4_cohort study,4_census,5_longitudinal,3_regulation,5_prescription drug regulations,NA,NA,NA,NA,NA,9090_poison centre misuse calls,0_general pop,NA,NA,NA,NA,NA,0_no change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1_drug rescheduling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,8,1,2,1,2015,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,8,1,2,1,2015,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9_people with chronic pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairns_2016,data_extraction_arm_1,NA,NA,1,Trevor,NA,2016,1,8,1,2,1,2015,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_recreational otc codeine users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calsyn_2003,data_extraction_arm_1,NA,NA,1,Amina,Mina,2003,1,181,0,NA,1,1999,NA,1,"This study looked at minimal services (MS) treatment track for noncompliant patients on OST. the goal was to examine whether the MS track patients saw an increase in illicit drug use, and whether the program affected non-MS track patients. Only provided descriptive results but found MS track patients reduced illegal drug use, as detected from urine tests, while the rest of the clinic patients seemed to have no adverse effects.",2,1_High Income,5_North America,a_opioids,1_people who use illegal drugs,4_cohort study,4_census,0_descriptive,7_programs,6_clinical treatments,NA,NA,2_illegal drug availability / use,NA,NA,NA,1_people who use illegal drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7_compulsory treatment,NA,NA,2_illegal drug use,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0_no change,NA,NA,NA,NA
Calsyn_2003,data_extraction_arm_1,NA,NA,1,Amina,Mina,2003,1,181,0,NA,1,1999,NA,1,"This study looked at minimal services (MS) treatment track for noncompliant patients on OST. the goal was to examine whether the MS track patients saw an increase in illicit drug use, and whether the program affected non-MS track patients. Only provided descriptive results but found MS track patients reduced illegal drug use, as detected from urine tests, while the rest of the clinic patients seemed to have no adverse effects.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_clinical practitioners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_Macroharms (non-MS patient drug use),3_beneficial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capoccia_2012,data_extraction_arm_1,NA,NA,1,Colleen,Mina,2012,1,181,0,NA,1,2009,NA,1,"Expansion of insurance coverage alone seems to not be enough to increase addictions treatment, especially without structural changes to treatment services and because co-pays remain a deterrent",2,1_High Income,5_North America,a_opioids,0_general pop,4_cohort study,1_adminstrative data,5_longitudinal,2_legislations,7_social services,NA,NA,3_substance use treatment,2_oat,0_no change,NA,7_chronic opioid users,2_NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_medical insurance changes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capoccia_2012,data_extraction_arm_1,NA,NA,1,Colleen,Mina,2012,1,181,0,NA,1,2009,NA,1,"Expansion of insurance coverage alone seems to not be enough to increase addictions treatment, especially without structural changes to treatment services and because co-pays remain a deterrent",2,NA,NA,b_cannabis,NA,6_ecological,2_qualitative,NA,NA,NA,NA,NA,NA,NA,NA,NA,9090_people with addictions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capoccia_2012,data_extraction_arm_1,NA,NA,1,Colleen,Mina,2012,1,181,0,NA,1,2009,NA,1,"Expansion of insurance coverage alone seems to not be enough to increase addictions treatment, especially without structural changes to treatment services and because co-pays remain a deterrent",2,NA,NA,c_meth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capoccia_2012,data_extraction_arm_1,NA,NA,1,Colleen,Mina,2012,1,181,0,NA,1,2009,NA,1,"Expansion of insurance coverage alone seems to not be enough to increase addictions treatment, especially without structural changes to treatment services and because co-pays remain a deterrent",2,NA,NA,d_cocaine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capoccia_2012,data_extraction_arm_1,NA,NA,1,Colleen,Mina,2012,1,181,0,NA,1,2009,NA,1,"Expansion of insurance coverage alone seems to not be enough to increase addictions treatment, especially without structural changes to treatment services and because co-pays remain a deterrent",2,NA,NA,e_benzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capoccia_2012,data_extraction_arm_1,NA,NA,1,Colleen,Mina,2012,1,181,0,NA,1,2009,NA,1,"Expansion of insurance coverage alone seems to not be enough to increase addictions treatment, especially without structural changes to treatment services and because co-pays remain a deterrent",2,NA,NA,f_other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassidy_2014,data_extraction_arm_1,NA,NA,1,Colleen,NA,2014,0,NA,1,1,1,2011,NA,1,NA,2,NA,5_North America,a_opioids,0_general pop,5_cross sectional,1_adminstrative data,6_estimates of risk,3_regulation,5_prescription drug regulations,NA,NA,1_prescription drug availability/use,NA,NA,NA,0_general pop,NA,NA,NA,NA,NA,NA,NA,NA,9090_abuse,1_increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_changes in drug formulation,NA,2_illegal drug use,0_no change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassidy_2014,data_extraction_arm_1,NA,NA,1,Colleen,NA,2014,0,NA,1,1,1,2011,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_illegal drug availability / use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassidy_2017,data_extraction_arm_1,NA,NA,1,Colleen,NA,2017,1,181,0,NA,1,2015,NA,1,NA,2,1_High Income,5_North America,a_opioids,0_general pop,5_cross sectional,1_adminstrative data,2_estimates of rates,3_regulation,5_prescription drug regulations,NA,NA,1_prescription drug availability/use,NA,NA,NA,0_general pop,NA,NA,NA,NA,NA,NA,NA,NA,9090_abuse,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_changes in drug formulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassidy_2017,data_extraction_arm_1,NA,NA,1,Colleen,NA,2017,1,181,0,NA,1,2015,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7_chronic opioid users,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castillo-Carniglia_2019,data_extraction_arm_1,NA,NA,1,Colleen,NA,2019,1,181,0,NA,1,2014,NA,1,"Decrease in opioid overdose, increase in heroin overdose",2,1_High Income,5_North America,a_opioids,2_clinical practitioners,6_ecological,1_adminstrative data,5_longitudinal,2_legislations,2_legislative,NA,NA,4_overdose rates,NA,NA,NA,0_general pop,2_NA,1_increase,NA,NA,NA,NA,NA,1_regulation of prescription drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castillo-Carniglia_2019,data_extraction_arm_1,NA,NA,1,Colleen,NA,2019,1,181,0,NA,1,2014,NA,1,"Decrease in opioid overdose, increase in heroin overdose",2,NA,NA,NA,NA,8_ecological geographic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2_decrease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casturi_2013,data_extraction_arm_1,NA,NA,3,Scott,NA,2013,1,181,0,NA,2,NA,NA,1,"Paper looked at prescribing legislation, but found that increased measures were required to cover loopholes.",2,1_High Income,5_North America,a_opioids,2_clinical practitioners,NA,NA,NA,2_legislations,2_legislative,NA,NA,1_prescription drug availability/use,NA,NA,NA,7_chronic opioid users,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,1_opioid prescribing rates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_beneficial,NA,NA,NA,NA,NA,NA,NA,NA,NA,0_no change,3_beneficial,NA,NA,NA,NA,NA,NA,NA
Casturi_2013,data_extraction_arm_1,NA,NA,3,Scott,NA,2013,1,181,0,NA,2,NA,NA,1,"Paper looked at prescribing legislation, but found that increased measures were required to cover loopholes.",2,NA,NA,e_benzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9_people with chronic pain,NA,NA,NA,NA,NA,NA,NA,NA,2_opioid prescribing behaviours,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casturi_2013,data_extraction_arm_1,NA,NA,3,Scott,NA,2013,1,181,0,NA,2,NA,NA,1,"Paper looked at prescribing legislation, but found that increased measures were required to cover loopholes.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3_opioid availability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC_nd,data_extraction_arm_1,NA,NA,1,Colleen,NA,NA,1,181,0,NA,2,NA,NA,0,dose and time limit laws,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,NA,NA,NA,2_legislations,2_legislative,NA,NA,NA,NA,NA,NA,0_general pop,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC_nd_2,data_extraction_arm_1,NA,NA,1,Colleen,NA,NA,1,181,0,NA,2,NA,NA,0,physical examination laws,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,NA,NA,NA,2_legislations,2_legislative,NA,NA,NA,NA,NA,NA,0_general pop,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC_nd_3,data_extraction_arm_1,NA,NA,1,Colleen,NA,NA,1,181,0,NA,2,NA,NA,0,Doctor shopping laws,2,1_High Income,5_North America,a_opioids,7_chronic opioid users,NA,NA,NA,2_legislations,2_legislative,NA,NA,NA,NA,NA,NA,7_chronic opioid users,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC_nd_4,data_extraction_arm_1,NA,NA,1,Colleen,NA,NA,1,181,0,NA,2,NA,NA,0,Tamper-resistant prescription forms law,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,NA,NA,NA,2_legislations,2_legislative,NA,NA,NA,NA,NA,NA,0_general pop,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDC_nd_5,data_extraction_arm_1,NA,NA,1,Colleen,NA,NA,1,181,0,NA,2,NA,NA,0,Laws that require personal identification for prescription drugs.,2,1_High Income,5_North America,a_opioids,2_clinical practitioners,NA,NA,NA,2_legislations,2_legislative,NA,NA,NA,NA,NA,NA,0_general pop,2_NA,NA,NA,NA,NA,NA,NA,1_regulation of prescription drugs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
